Unnamed: 0,DateTime,Date,Time,Nitrate(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,2.06
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.0
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,1.93
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.78
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,1.05
5.0,09 Aug 18:30,09 Aug 2021,18:30:16,1.74
6.0,09 Aug 19:30,09 Aug 2021,19:30:40,1.58
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,0.19
8.0,10 Aug 08:24,10 Aug 2021,08:24:01,0.88
9.0,10 Aug 09:26,10 Aug 2021,09:26:56,1.75
10.0,10 Aug 10:27,10 Aug 2021,10:27:28,1.67
11.0,10 Aug 19:26,10 Aug 2021,19:26:33,1.44
12.0,10 Aug 20:27,10 Aug 2021,20:27:03,1.38
13.0,10 Aug 21:30,10 Aug 2021,21:30:23,0.43
14.0,11 Aug 08:47,11 Aug 2021,08:47:06,0.0
15.0,11 Aug 16:56,11 Aug 2021,16:56:21,1.44
16.0,11 Aug 18:00,11 Aug 2021,18:00:02,1.38
17.0,12 Aug 10:59,12 Aug 2021,10:59:37,0.59
18.0,12 Aug 12:14,12 Aug 2021,12:14:31,1.36
19.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.47
20.0,16 Aug 15:15,16 Aug 2021,15:15:28,1.89
21.0,16 Aug 17:19,16 Aug 2021,17:19:32,1.56
22.0,16 Aug 19:20,16 Aug 2021,19:20:17,1.53
23.0,16 Aug 23:18,16 Aug 2021,23:18:09,1.15
24.0,17 Aug 00:18,17 Aug 2021,00:18:33,1.36
25.0,19 Aug 21:09,19 Aug 2021,21:09:25,1.03
26.0,19 Aug 22:09,19 Aug 2021,22:09:52,0.49
27.0,23 Aug 15:16,23 Aug 2021,15:16:38,1.15
28.0,23 Aug 18:03,23 Aug 2021,18:03:46,1.21
29.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.0
,03 Sep 02:17,03 Sep 2021,02:17:33,1.05
,03 09 10:54,03 Sep 2021,10:54:46,0.0
,10 Sep 17:38,10 Sep 2021,17:38:26,1.25
,10 Sep 23:30,10 Sep 2021,23:30:16,1.26
,12 Sep 17:30,12 Sep 2021,17:30:03,1.27
,12 Sep 18:42,12 Sep 2021,18:42:45,1.28
,12 Sep 21:12,12 Sep 2021,21:12:54,1.26
,12 Sep 22:53,12 Sep 2021,22:53:57,1.31
