Unnamed: 0,DateTime,Date,Time,Nitrate(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,1.38
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,1.33
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,1.36
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,1.3
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,1.28
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,1.27
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,1.28
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,1.29
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,1.26
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,1.27
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,1.34
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,1.36
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,1.34
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,1.26
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,1.22
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,1.25
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,1.34
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,1.36
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,1.33
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,1.3
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,1.28
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,1.33
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,1.32
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,1.27
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,1.26
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,1.25
26.0,16 Aug 23:18,16 Aug 2021,23:18:09,1.26
27.0,19 Aug 21:09,19 Aug 2021,21:09:25,1.25
28.0,19 Aug 22:09,19 Aug 2021,22:09:52,1.26
29.0,23 Aug 15:16,23 Aug 2021,15:16:38,1.24
30.0,28 Aug 10:21,28 Aug 2021,10:21:18,1.25
31.0,28 Aug 11:35,28 Aug 2021,11:35:06,1.26
32.0,28 Aug 15:26,28 Aug 2021,15:26:51,1.23
33.0,28 Aug 18:00,28 Aug 2021,18:00:08,1.22
34.0,28 Aug 19:18,28 Aug 2021,19:18:38,1.2
,03 Sep 02:17,03 Sep 2021,02:17:33,1.23
,03 09 10:54,03 Sep 2021,10:54:46,1.26
,10 Sep 17:38,10 Sep 2021,17:38:26,1.12
,10 Sep 23:30,10 Sep 2021,23:30:16,1.04
,12 Sep 17:30,12 Sep 2021,17:30:03,0.89
,12 Sep 22:00,12 Sep 2021,22:00:04,0.75
