Unnamed: 0,DateTime,Date,Time,Conductivity(µS/cm)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,213.0
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,216.0
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,217.0
3.0,09 Aug 18:30,09 Aug 2021,18:30:16,212.0
4.0,09 Aug 19:30,09 Aug 2021,19:30:40,191.0
5.0,10 Aug 00:49,10 Aug 2021,00:49:39,212.0
6.0,10 Aug 08:24,10 Aug 2021,08:24:01,216.0
7.0,12 Aug 12:14,12 Aug 2021,12:14:31,213.0
8.0,16 Aug 10:05,16 Aug 2021,10:05:25,210.0
9.0,19 Aug 21:09,19 Aug 2021,21:09:25,221.0
10.0,23 Aug 15:16,23 Aug 2021,15:16:38,241.0
11.0,28 Aug 10:21,28 Aug 2021,10:21:18,228.0
12.0,28 Aug 15:26,28 Aug 2021,15:26:51,230.0
13.0,28 Aug 19:18,28 Aug 2021,19:18:38,231.0
,03 Sep 02:17,03 Sep 2021,02:17:33,234.0
,10 Sep 17:38,10 Sep 2021,17:38:26,239.0
,10 Sep 23:30,10 Sep 2021,23:30:16,245.0
,12 Sep 17:30,12 Sep 2021,17:30:03,261.0
,12 Sep 21:12,12 Sep 2021,21:12:54,260.0
