Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,8.19
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,8.13
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,7.74
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,8.17
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,8.14
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,8.15
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,8.16
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,8.15
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,8.17
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,8.15
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,8.16
11.0,10 Aug 19:26,10 Aug 2021,19:26:33,8.15
12.0,10 Aug 20:27,10 Aug 2021,20:27:03,8.16
13.0,10 Aug 21:30,10 Aug 2021,21:30:23,8.15
14.0,11 Aug 08:47,11 Aug 2021,08:47:06,8.16
15.0,11 Aug 16:56,11 Aug 2021,16:56:21,8.15
16.0,12 Aug 10:59,12 Aug 2021,10:59:37,8.17
17.0,16 Aug 11:06,16 Aug 2021,11:06:03,8.16
18.0,16 Aug 15:15,16 Aug 2021,15:15:28,8.15
19.0,16 Aug 17:19,16 Aug 2021,17:19:32,8.16
20.0,16 Aug 18:19,16 Aug 2021,18:19:53,8.14
21.0,16 Aug 19:20,16 Aug 2021,19:20:17,8.15
22.0,19 Aug 21:09,19 Aug 2021,21:09:25,8.24
23.0,19 Aug 22:09,19 Aug 2021,22:09:52,8.26
24.0,28 Aug 10:21,28 Aug 2021,10:21:18,8.3
,03 Sep 02:17,03 Sep 2021,02:17:33,8.23
,03 09 10:54,03 Sep 2021,10:54:46,8.2
,10 Sep 17:38,10 Sep 2021,17:38:26,8.36
,12 Sep 17:30,12 Sep 2021,17:30:03,8.37
,12 Sep 22:53,12 Sep 2021,22:53:57,8.35
