Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,114.12
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,103.06
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,156.12
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,104.97
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,125.38
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,154.6
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,109.55
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,165.47
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,169.09
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,107.45
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,138.58
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,172.53
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,181.68
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,189.31
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,120.04
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,99.05
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,168.52
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,113.36
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,158.79
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,143.15
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,223.68
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,305.36
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,232.27
23.0,16 Aug 15:15,16 Aug 2021,15:15:28,265.09
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,308.41
25.0,16 Aug 19:20,16 Aug 2021,19:20:17,324.43
26.0,16 Aug 23:18,16 Aug 2021,23:18:09,301.16
27.0,17 Aug 00:18,17 Aug 2021,00:18:33,305.36
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,311.84
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,277.49
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,299.45
31.0,23 Aug 18:03,23 Aug 2021,18:03:46,299.83
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,304.41
33.0,28 Aug 11:35,28 Aug 2021,11:35:06,309.56
34.0,28 Aug 12:45,28 Aug 2021,12:45:39,309.17
35.0,28 Aug 15:26,28 Aug 2021,15:26:51,309.94
36.0,28 Aug 18:00,28 Aug 2021,18:00:08,309.56
37.0,28 Aug 19:18,28 Aug 2021,19:18:38,310.13
,03 Sep 02:17,03 Sep 2021,02:17:33,225.21
,03 09 10:54,03 Sep 2021,10:54:46,318.33
,10 Sep 17:38,10 Sep 2021,17:38:26,277.51
,10 Sep 23:30,10 Sep 2021,23:30:16,279.99
,12 Sep 17:30,12 Sep 2021,17:30:03,272.74
,12 Sep 18:42,12 Sep 2021,18:42:45,269.5
,12 Sep 21:12,12 Sep 2021,21:12:54,0.0
,12 Sep 22:53,12 Sep 2021,22:53:57,269.31
