Unnamed: 0,DateTime,Date,Time,Nitrate(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,1.3
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,1.43
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,2.64
3.0,19 Aug 21:09,19 Aug 2021,21:09:25,1.55
4.0,23 Aug 15:16,23 Aug 2021,15:16:38,1.5
5.0,28 Aug 10:21,28 Aug 2021,10:21:18,1.43
6.0,28 Aug 11:35,28 Aug 2021,11:35:06,1.44
7.0,28 Aug 12:45,28 Aug 2021,12:45:39,1.43
,03 Sep 02:17,03 Sep 2021,02:17:33,1.39
,10 Sep 17:38,10 Sep 2021,17:38:26,1.34
,12 Sep 18:42,12 Sep 2021,18:42:45,1.37
,12 Sep 22:00,12 Sep 2021,22:00:04,1.35
