Unnamed: 0,DateTime,Date,Time,"Color(Pt.Scale,Hz units)"
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,215.87
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,215.22
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,215.55
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,215.52
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,214.7
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,216.48
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,221.06
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,215.14
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,217.45
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,214.69
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,217.91
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,214.83
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,219.08
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,214.94
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,214.64
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,214.48
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,216.23
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,215.8
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,215.44
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,214.55
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,214.31
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,214.88
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,215.1
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,217.82
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,217.83
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,217.03
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,217.07
27.0,19 Aug 21:09,19 Aug 2021,21:09:25,215.52
28.0,23 Aug 15:16,23 Aug 2021,15:16:38,216.9
29.0,23 Aug 18:03,23 Aug 2021,18:03:46,218.81
30.0,28 Aug 10:21,28 Aug 2021,10:21:18,212.93
31.0,28 Aug 12:45,28 Aug 2021,12:45:39,209.44
32.0,28 Aug 15:26,28 Aug 2021,15:26:51,213.18
33.0,28 Aug 18:00,28 Aug 2021,18:00:08,210.33
34.0,28 Aug 19:18,28 Aug 2021,19:18:38,213.53
,03 Sep 02:17,03 Sep 2021,02:17:33,206.05
,03 09 10:54,03 Sep 2021,10:54:46,207.59
,10 Sep 17:38,10 Sep 2021,17:38:26,203.07
,10 Sep 23:30,10 Sep 2021,23:30:16,203.66
,12 Sep 17:30,12 Sep 2021,17:30:03,213.9
,12 Sep 18:42,12 Sep 2021,18:42:45,205.28
,12 Sep 21:12,12 Sep 2021,21:12:54,205.18
