Unnamed: 0,DateTime,Date,Time,BOD(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,4.33
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,3.95
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,3.94
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,3.96
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,3.94
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,3.92
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,3.9
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,3.94
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,3.96
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,3.93
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,3.84
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,3.87
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,3.85
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,3.76
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,3.74
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,3.71
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,3.67
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,3.72
18.0,11 Aug 18:00,11 Aug 2021,18:00:02,3.71
19.0,12 Aug 10:59,12 Aug 2021,10:59:37,3.89
20.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.0
21.0,16 Aug 10:05,16 Aug 2021,10:05:25,4.39
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,4.41
23.0,16 Aug 17:19,16 Aug 2021,17:19:32,4.4
24.0,19 Aug 21:09,19 Aug 2021,21:09:25,4.32
25.0,19 Aug 22:09,19 Aug 2021,22:09:52,4.33
26.0,23 Aug 15:16,23 Aug 2021,15:16:38,4.0
27.0,23 Aug 18:03,23 Aug 2021,18:03:46,3.96
28.0,28 Aug 10:21,28 Aug 2021,10:21:18,4.41
29.0,28 Aug 12:45,28 Aug 2021,12:45:39,4.42
30.0,28 Aug 15:26,28 Aug 2021,15:26:51,4.41
31.0,28 Aug 18:00,28 Aug 2021,18:00:08,4.4
32.0,28 Aug 19:18,28 Aug 2021,19:18:38,4.39
,03 Sep 02:17,03 Sep 2021,02:17:33,4.14
,03 09 10:54,03 Sep 2021,10:54:46,4.11
,10 Sep 17:38,10 Sep 2021,17:38:26,4.32
,12 Sep 17:30,12 Sep 2021,17:30:03,4.31
