Unnamed: 0,DateTime,Date,Time,BOD(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,4.09
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,3.81
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,3.79
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,3.81
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,3.82
5.0,09 Aug 18:30,09 Aug 2021,18:30:16,3.8
6.0,09 Aug 19:30,09 Aug 2021,19:30:40,3.81
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,3.82
8.0,10 Aug 08:24,10 Aug 2021,08:24:01,3.76
9.0,10 Aug 09:26,10 Aug 2021,09:26:56,3.78
10.0,10 Aug 10:27,10 Aug 2021,10:27:28,3.76
11.0,10 Aug 19:26,10 Aug 2021,19:26:33,3.77
12.0,10 Aug 20:27,10 Aug 2021,20:27:03,3.78
13.0,10 Aug 21:30,10 Aug 2021,21:30:23,3.76
14.0,11 Aug 08:47,11 Aug 2021,08:47:06,3.72
15.0,11 Aug 10:20,11 Aug 2021,10:20:04,3.7
16.0,11 Aug 12:13,11 Aug 2021,12:13:36,3.68
17.0,11 Aug 16:56,11 Aug 2021,16:56:21,3.73
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,3.71
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,3.72
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,3.88
21.0,16 Aug 11:06,16 Aug 2021,11:06:03,3.85
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,3.82
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,3.83
24.0,16 Aug 18:19,16 Aug 2021,18:19:53,3.81
25.0,16 Aug 19:20,16 Aug 2021,19:20:17,3.82
26.0,16 Aug 23:18,16 Aug 2021,23:18:09,3.79
27.0,19 Aug 21:09,19 Aug 2021,21:09:25,3.54
28.0,19 Aug 22:09,19 Aug 2021,22:09:52,3.53
29.0,23 Aug 15:16,23 Aug 2021,15:16:38,3.42
30.0,23 Aug 18:03,23 Aug 2021,18:03:46,3.41
31.0,28 Aug 10:21,28 Aug 2021,10:21:18,3.49
32.0,28 Aug 11:35,28 Aug 2021,11:35:06,3.47
33.0,28 Aug 12:45,28 Aug 2021,12:45:39,3.49
34.0,28 Aug 15:26,28 Aug 2021,15:26:51,3.48
35.0,28 Aug 18:00,28 Aug 2021,18:00:08,3.49
,03 Sep 02:17,03 Sep 2021,02:17:33,3.39
,03 09 10:54,03 Sep 2021,10:54:46,3.37
,10 Sep 17:38,10 Sep 2021,17:38:26,3.25
,10 Sep 23:30,10 Sep 2021,23:30:16,3.21
,12 Sep 17:30,12 Sep 2021,17:30:03,3.13
,12 Sep 22:00,12 Sep 2021,22:00:04,3.06
