Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,209.64
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,171.22
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,158.27
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,160.93
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,172.37
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,159.41
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,152.97
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,162.46
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,164.36
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,177.66
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,160.93
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,170.84
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,162.08
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,162.84
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,165.51
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,158.27
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,165.51
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,163.6
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,159.03
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,170.84
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,173.13
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,173.89
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,183.76
23.0,16 Aug 11:06,16 Aug 2021,11:06:03,181.47
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,185.29
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,181.86
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,187.57
27.0,16 Aug 18:19,16 Aug 2021,18:19:53,168.55
28.0,16 Aug 23:18,16 Aug 2021,23:18:09,184.14
29.0,19 Aug 21:09,19 Aug 2021,21:09:25,200.11
30.0,19 Aug 22:09,19 Aug 2021,22:09:52,194.81
31.0,23 Aug 15:16,23 Aug 2021,15:16:38,186.81
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,228.65
,03 Sep 02:17,03 Sep 2021,02:17:33,153.73
,10 Sep 17:38,10 Sep 2021,17:38:26,154.49
,12 Sep 16:50,12 Sep 2021,16:50:46,164.36
,12 Sep 17:30,12 Sep 2021,17:30:03,151.06
,12 Sep 18:42,12 Sep 2021,18:42:45,152.97
,12 Sep 21:12,12 Sep 2021,21:12:54,153.73
