Unnamed: 0,DateTime,Date,Time,Potassium(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,4.3
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,4.4
2.0,10 Aug 19:26,10 Aug 2021,19:26:33,4.5
3.0,10 Aug 20:27,10 Aug 2021,20:27:03,4.4
4.0,11 Aug 16:56,11 Aug 2021,16:56:21,4.3
5.0,16 Aug 10:05,16 Aug 2021,10:05:25,4.4
6.0,16 Aug 16:15,16 Aug 2021,16:15:54,4.3
7.0,16 Aug 19:20,16 Aug 2021,19:20:17,4.4
8.0,16 Aug 23:18,16 Aug 2021,23:18:09,4.3
9.0,19 Aug 21:09,19 Aug 2021,21:09:25,4.5
10.0,23 Aug 15:16,23 Aug 2021,15:16:38,4.4
11.0,28 Aug 10:21,28 Aug 2021,10:21:18,4.0
12.0,28 Aug 18:00,28 Aug 2021,18:00:08,4.1
,03 Sep 02:17,03 Sep 2021,02:17:33,4.0
,10 Sep 17:38,10 Sep 2021,17:38:26,4.2
,10 Sep 23:30,10 Sep 2021,23:30:16,4.1
,12 Sep 18:42,12 Sep 2021,18:42:45,4.2
,12 Sep 22:00,12 Sep 2021,22:00:04,4.3
