Unnamed: 0,DateTime,Date,Time,Potassium(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,1.6
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,1.7
2.0,09 Aug 18:30,09 Aug 2021,18:30:16,1.6
3.0,10 Aug 08:24,10 Aug 2021,08:24:01,1.7
4.0,10 Aug 09:26,10 Aug 2021,09:26:56,1.6
5.0,11 Aug 08:47,11 Aug 2021,08:47:06,1.7
6.0,12 Aug 10:59,12 Aug 2021,10:59:37,1.9
7.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.0
8.0,16 Aug 10:05,16 Aug 2021,10:05:25,1.8
9.0,16 Aug 17:19,16 Aug 2021,17:19:32,1.9
10.0,19 Aug 21:09,19 Aug 2021,21:09:25,1.7
11.0,23 Aug 15:16,23 Aug 2021,15:16:38,1.5
12.0,28 Aug 10:21,28 Aug 2021,10:21:18,2.8
13.0,28 Aug 11:35,28 Aug 2021,11:35:06,2.7
14.0,28 Aug 18:00,28 Aug 2021,18:00:08,2.8
15.0,28 Aug 19:18,28 Aug 2021,19:18:38,2.7
,03 Sep 02:17,03 Sep 2021,02:17:33,2.5
,10 Sep 17:38,10 Sep 2021,17:38:26,2.1
,12 Sep 17:30,12 Sep 2021,17:30:03,0.0
,12 Sep 18:42,12 Sep 2021,18:42:45,2.1
