Unnamed: 0,DateTime,Date,Time,BOD(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,5.28
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,5.08
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,8.06
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,0.0
4.0,10 Aug 00:49,10 Aug 2021,00:49:39,1.81
5.0,10 Aug 08:24,10 Aug 2021,08:24:01,0.0
6.0,10 Aug 09:26,10 Aug 2021,09:26:56,2.3
7.0,10 Aug 10:27,10 Aug 2021,10:27:28,2.28
8.0,10 Aug 19:26,10 Aug 2021,19:26:33,0.0
9.0,11 Aug 10:20,11 Aug 2021,10:20:04,3.05
10.0,11 Aug 12:13,11 Aug 2021,12:13:36,3.2
11.0,11 Aug 16:56,11 Aug 2021,16:56:21,0.0
12.0,12 Aug 10:59,12 Aug 2021,10:59:37,5.03
13.0,12 Aug 12:14,12 Aug 2021,12:14:31,4.99
14.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.0
15.0,16 Aug 15:15,16 Aug 2021,15:15:28,1.72
16.0,16 Aug 16:15,16 Aug 2021,16:15:54,1.73
17.0,16 Aug 17:19,16 Aug 2021,17:19:32,3.84
18.0,16 Aug 18:19,16 Aug 2021,18:19:53,3.18
19.0,16 Aug 19:20,16 Aug 2021,19:20:17,3.01
20.0,16 Aug 23:18,16 Aug 2021,23:18:09,3.98
21.0,19 Aug 21:09,19 Aug 2021,21:09:25,5.97
22.0,19 Aug 22:09,19 Aug 2021,22:09:52,5.17
23.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.0
,03 Sep 02:17,03 Sep 2021,02:17:33,5.02
,03 09 10:54,03 Sep 2021,10:54:46,4.57
,10 Sep 17:38,10 Sep 2021,17:38:26,0.0
,10 Sep 23:30,10 Sep 2021,23:30:16,2.1
,12 Sep 18:42,12 Sep 2021,18:42:45,4.08
,12 Sep 22:00,12 Sep 2021,22:00:04,4.91
