Unnamed: 0,DateTime,Date,Time,Conductivity(µS/cm)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,
1.0,04 Aug 14:28,04 Aug 2021,14:28:10,0.0
2.0,09 Aug 11:41,09 Aug 2021,11:41:48,356.0
3.0,09 Aug 12:57,09 Aug 2021,12:57:04,360.0
4.0,09 Aug 13:57,09 Aug 2021,13:57:19,361.0
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,364.0
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,375.0
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,383.0
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,391.0
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,446.0
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,402.0
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,391.0
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,383.0
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,379.0
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,376.0
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,371.0
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,348.0
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,336.0
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,332.0
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,325.0
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,323.0
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,306.0
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,313.0
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,360.0
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,362.0
25.0,16 Aug 17:19,16 Aug 2021,17:19:32,368.0
26.0,16 Aug 18:19,16 Aug 2021,18:19:53,365.0
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,375.0
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,396.0
29.0,23 Aug 15:16,23 Aug 2021,15:16:38,362.0
30.0,23 Aug 18:03,23 Aug 2021,18:03:46,377.0
31.0,28 Aug 10:21,28 Aug 2021,10:21:18,270.0
32.0,28 Aug 11:35,28 Aug 2021,11:35:06,269.0
33.0,28 Aug 15:26,28 Aug 2021,15:26:51,274.0
34.0,28 Aug 18:00,28 Aug 2021,18:00:08,269.0
35.0,28 Aug 19:18,28 Aug 2021,19:18:38,270.0
,03 Sep 02:17,03 Sep 2021,02:17:33,279.0
,03 09 10:54,03 Sep 2021,10:54:46,303.0
,10 Sep 17:38,10 Sep 2021,17:38:26,251.0
,10 Sep 23:30,10 Sep 2021,23:30:16,263.0
,12 Sep 17:30,12 Sep 2021,17:30:03,271.0
,12 Sep 18:42,12 Sep 2021,18:42:45,0.0
