Unnamed: 0,DateTime,Date,Time,Nitrate(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,0.83
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.82
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,0.81
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,0.82
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,0.83
5.0,10 Aug 00:49,10 Aug 2021,00:49:39,0.85
6.0,10 Aug 08:24,10 Aug 2021,08:24:01,0.82
7.0,10 Aug 09:26,10 Aug 2021,09:26:56,0.81
8.0,10 Aug 19:26,10 Aug 2021,19:26:33,0.82
9.0,11 Aug 08:47,11 Aug 2021,08:47:06,0.81
10.0,11 Aug 18:00,11 Aug 2021,18:00:02,0.8
11.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.81
12.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.82
13.0,16 Aug 23:18,16 Aug 2021,23:18:09,0.83
14.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.78
15.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.82
16.0,23 Aug 18:03,23 Aug 2021,18:03:46,0.83
17.0,28 Aug 10:21,28 Aug 2021,10:21:18,18.95
18.0,28 Aug 11:35,28 Aug 2021,11:35:06,18.93
19.0,28 Aug 15:26,28 Aug 2021,15:26:51,18.97
20.0,28 Aug 19:18,28 Aug 2021,19:18:38,18.96
,03 Sep 02:17,03 Sep 2021,02:17:33,18.83
,03 09 10:54,03 Sep 2021,10:54:46,18.84
,10 Sep 17:38,10 Sep 2021,17:38:26,1.5
,10 Sep 23:30,10 Sep 2021,23:30:16,1.55
,12 Sep 17:30,12 Sep 2021,17:30:03,1.43
,12 Sep 18:42,12 Sep 2021,18:42:45,0.0
