Unnamed: 0,DateTime,Date,Time,DO(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,1.02
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,1.04
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,1.05
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,1.04
4.0,11 Aug 08:47,11 Aug 2021,08:47:06,3.8
5.0,11 Aug 10:20,11 Aug 2021,10:20:04,3.85
6.0,11 Aug 12:13,11 Aug 2021,12:13:36,3.5
7.0,11 Aug 16:56,11 Aug 2021,16:56:21,2.57
8.0,11 Aug 18:00,11 Aug 2021,18:00:02,2.45
9.0,12 Aug 10:59,12 Aug 2021,10:59:37,1.57
10.0,12 Aug 12:14,12 Aug 2021,12:14:31,1.3
11.0,16 Aug 10:05,16 Aug 2021,10:05:25,1.41
12.0,16 Aug 11:06,16 Aug 2021,11:06:03,1.5
13.0,16 Aug 15:15,16 Aug 2021,15:15:28,1.53
14.0,16 Aug 16:15,16 Aug 2021,16:15:54,1.52
15.0,16 Aug 17:19,16 Aug 2021,17:19:32,1.58
16.0,16 Aug 18:19,16 Aug 2021,18:19:53,1.66
17.0,16 Aug 19:20,16 Aug 2021,19:20:17,1.54
18.0,16 Aug 23:18,16 Aug 2021,23:18:09,1.63
19.0,19 Aug 21:09,19 Aug 2021,21:09:25,4.58
20.0,19 Aug 22:09,19 Aug 2021,22:09:52,4.92
21.0,23 Aug 15:16,23 Aug 2021,15:16:38,4.22
22.0,23 Aug 18:03,23 Aug 2021,18:03:46,3.87
23.0,28 Aug 10:21,28 Aug 2021,10:21:18,6.23
24.0,28 Aug 11:35,28 Aug 2021,11:35:06,6.52
25.0,28 Aug 12:45,28 Aug 2021,12:45:39,6.37
26.0,28 Aug 15:26,28 Aug 2021,15:26:51,6.41
27.0,28 Aug 18:00,28 Aug 2021,18:00:08,6.31
28.0,28 Aug 19:18,28 Aug 2021,19:18:38,6.29
,03 Sep 02:17,03 Sep 2021,02:17:33,5.48
,03 09 10:54,03 Sep 2021,10:54:46,6.04
,10 Sep 17:38,10 Sep 2021,17:38:26,6.11
,10 Sep 23:30,10 Sep 2021,23:30:16,5.87
,12 Sep 17:30,12 Sep 2021,17:30:03,6.3
,12 Sep 18:42,12 Sep 2021,18:42:45,6.14
,12 Sep 21:12,12 Sep 2021,21:12:54,6.23
