Unnamed: 0,DateTime,Date,Time,Temperature(°C)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,30.5
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,27.2
2.0,10 Aug 09:26,10 Aug 2021,09:26:56,27.3
3.0,10 Aug 19:26,10 Aug 2021,19:26:33,27.4
4.0,10 Aug 20:27,10 Aug 2021,20:27:03,27.5
5.0,10 Aug 21:30,10 Aug 2021,21:30:23,27.4
6.0,11 Aug 08:47,11 Aug 2021,08:47:06,28.2
7.0,11 Aug 10:20,11 Aug 2021,10:20:04,27.8
8.0,11 Aug 12:13,11 Aug 2021,12:13:36,27.9
9.0,11 Aug 16:56,11 Aug 2021,16:56:21,27.7
10.0,11 Aug 18:00,11 Aug 2021,18:00:02,27.8
11.0,12 Aug 10:59,12 Aug 2021,10:59:37,28.0
12.0,12 Aug 12:14,12 Aug 2021,12:14:31,27.9
13.0,16 Aug 10:05,16 Aug 2021,10:05:25,31.9
14.0,16 Aug 15:15,16 Aug 2021,15:15:28,32.3
15.0,16 Aug 16:15,16 Aug 2021,16:15:54,32.4
16.0,16 Aug 17:19,16 Aug 2021,17:19:32,32.5
17.0,16 Aug 23:18,16 Aug 2021,23:18:09,32.8
18.0,19 Aug 21:09,19 Aug 2021,21:09:25,33.7
19.0,19 Aug 22:09,19 Aug 2021,22:09:52,33.6
20.0,23 Aug 15:16,23 Aug 2021,15:16:38,31.9
21.0,23 Aug 18:03,23 Aug 2021,18:03:46,32.2
22.0,28 Aug 10:21,28 Aug 2021,10:21:18,31.3
23.0,28 Aug 11:35,28 Aug 2021,11:35:06,31.0
24.0,28 Aug 12:45,28 Aug 2021,12:45:39,31.3
25.0,28 Aug 15:26,28 Aug 2021,15:26:51,31.6
26.0,28 Aug 18:00,28 Aug 2021,18:00:08,31.7
27.0,28 Aug 19:18,28 Aug 2021,19:18:38,31.8
,03 Sep 02:17,03 Sep 2021,02:17:33,32.9
,10 Sep 17:38,10 Sep 2021,17:38:26,31.7
,12 Sep 17:30,12 Sep 2021,17:30:03,32.4
,12 Sep 21:12,12 Sep 2021,21:12:54,32.7
