Unnamed: 0,DateTime,Date,Time,BOD(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,25.03
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.0
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,23.0
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.0
4.0,09 Aug 18:30,09 Aug 2021,18:30:16,21.94
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,20.36
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,18.3
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,1.18
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,23.21
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,18.68
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,20.2
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,24.21
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,0.0
13.0,11 Aug 16:56,11 Aug 2021,16:56:21,20.41
14.0,11 Aug 18:00,11 Aug 2021,18:00:02,19.77
15.0,12 Aug 10:59,12 Aug 2021,10:59:37,2.21
16.0,12 Aug 12:14,12 Aug 2021,12:14:31,20.32
17.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.2
18.0,16 Aug 15:15,16 Aug 2021,15:15:28,20.21
19.0,16 Aug 17:19,16 Aug 2021,17:19:32,22.44
20.0,16 Aug 19:20,16 Aug 2021,19:20:17,19.85
21.0,16 Aug 23:18,16 Aug 2021,23:18:09,18.05
22.0,17 Aug 00:18,17 Aug 2021,00:18:33,19.97
23.0,19 Aug 21:09,19 Aug 2021,21:09:25,19.59
24.0,19 Aug 22:09,19 Aug 2021,22:09:52,1.09
25.0,23 Aug 15:16,23 Aug 2021,15:16:38,18.4
26.0,23 Aug 18:03,23 Aug 2021,18:03:46,15.54
27.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.0
,03 Sep 02:17,03 Sep 2021,02:17:33,27.8
,03 09 10:54,03 Sep 2021,10:54:46,0.0
,10 Sep 17:38,10 Sep 2021,17:38:26,17.93
,10 Sep 23:30,10 Sep 2021,23:30:16,17.34
,12 Sep 17:30,12 Sep 2021,17:30:03,19.45
,12 Sep 18:42,12 Sep 2021,18:42:45,19.23
,12 Sep 21:12,12 Sep 2021,21:12:54,17.85
,12 Sep 22:53,12 Sep 2021,22:53:57,19.2
