Unnamed: 0,DateTime,Date,Time,Chloride(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,12.4
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,13.4
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,14.2
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,14.4
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,15.4
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,16.7
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,7.1
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,4.7
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,6.0
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,7.6
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,8.6
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,9.0
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,8.9
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,12.6
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,13.1
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,13.5
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,17.1
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,18.2
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,19.0
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,20.2
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,20.1
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,9.4
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,9.6
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.6
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.8
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,6.9
26.0,16 Aug 18:19,16 Aug 2021,18:19:53,6.6
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,6.5
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,13.9
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,13.3
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,8.5
31.0,23 Aug 18:03,23 Aug 2021,18:03:46,8.8
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,10.0
33.0,28 Aug 11:35,28 Aug 2021,11:35:06,9.9
34.0,28 Aug 12:45,28 Aug 2021,12:45:39,9.7
35.0,28 Aug 15:26,28 Aug 2021,15:26:51,9.9
36.0,28 Aug 18:00,28 Aug 2021,18:00:08,10.5
37.0,28 Aug 19:18,28 Aug 2021,19:18:38,9.2
,03 Sep 02:17,03 Sep 2021,02:17:33,10.0
,10 Sep 17:38,10 Sep 2021,17:38:26,11.5
,12 Sep 17:30,12 Sep 2021,17:30:03,9.2
,12 Sep 18:42,12 Sep 2021,18:42:45,9.1
,12 Sep 22:53,12 Sep 2021,22:53:57,14.3
