Unnamed: 0,DateTime,Date,Time,DO(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,6.45
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,6.39
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,3.18
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,2.92
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,2.95
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,3.22
6.0,09 Aug 19:30,09 Aug 2021,19:30:40,5.92
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,6.31
8.0,10 Aug 08:24,10 Aug 2021,08:24:01,6.21
9.0,10 Aug 09:26,10 Aug 2021,09:26:56,6.33
10.0,10 Aug 10:27,10 Aug 2021,10:27:28,6.36
11.0,10 Aug 19:26,10 Aug 2021,19:26:33,3.31
12.0,10 Aug 20:27,10 Aug 2021,20:27:03,5.96
13.0,10 Aug 21:30,10 Aug 2021,21:30:23,6.2
14.0,11 Aug 08:47,11 Aug 2021,08:47:06,6.0
15.0,11 Aug 10:20,11 Aug 2021,10:20:04,6.41
16.0,11 Aug 12:13,11 Aug 2021,12:13:36,6.44
17.0,11 Aug 16:56,11 Aug 2021,16:56:21,3.04
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,6.28
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,6.19
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,5.87
21.0,16 Aug 11:06,16 Aug 2021,11:06:03,5.88
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,6.38
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,6.51
24.0,16 Aug 18:19,16 Aug 2021,18:19:53,6.22
25.0,16 Aug 19:20,16 Aug 2021,19:20:17,3.16
26.0,16 Aug 23:18,16 Aug 2021,23:18:09,6.0
27.0,19 Aug 21:09,19 Aug 2021,21:09:25,8.33
28.0,19 Aug 22:09,19 Aug 2021,22:09:52,8.31
29.0,23 Aug 15:16,23 Aug 2021,15:16:38,5.09
30.0,23 Aug 18:03,23 Aug 2021,18:03:46,7.58
31.0,28 Aug 10:21,28 Aug 2021,10:21:18,8.16
32.0,28 Aug 11:35,28 Aug 2021,11:35:06,8.23
33.0,28 Aug 12:45,28 Aug 2021,12:45:39,8.4
34.0,28 Aug 15:26,28 Aug 2021,15:26:51,8.24
35.0,28 Aug 18:00,28 Aug 2021,18:00:08,4.77
36.0,28 Aug 19:18,28 Aug 2021,19:18:38,4.7
,03 Sep 02:17,03 Sep 2021,02:17:33,7.66
,03 09 10:54,03 Sep 2021,10:54:46,7.77
,10 Sep 17:38,10 Sep 2021,17:38:26,7.76
,10 Sep 23:30,10 Sep 2021,23:30:16,7.67
,12 Sep 18:42,12 Sep 2021,18:42:45,7.88
