Unnamed: 0,DateTime,Date,Time,Conductivity(µS/cm)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,240.0
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,222.0
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,221.0
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,220.0
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,217.0
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,216.0
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,215.0
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,216.0
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,215.0
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,217.0
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,214.0
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,213.0
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,220.0
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,213.0
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,212.0
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,213.0
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,215.0
17.0,12 Aug 10:59,12 Aug 2021,10:59:37,232.0
18.0,12 Aug 12:14,12 Aug 2021,12:14:31,233.0
19.0,16 Aug 10:05,16 Aug 2021,10:05:25,230.0
20.0,16 Aug 11:06,16 Aug 2021,11:06:03,229.0
21.0,16 Aug 15:15,16 Aug 2021,15:15:28,228.0
22.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.0
23.0,16 Aug 18:19,16 Aug 2021,18:19:53,227.0
24.0,16 Aug 19:20,16 Aug 2021,19:20:17,228.0
25.0,16 Aug 23:18,16 Aug 2021,23:18:09,230.0
26.0,19 Aug 21:09,19 Aug 2021,21:09:25,266.0
27.0,19 Aug 22:09,19 Aug 2021,22:09:52,269.0
28.0,23 Aug 15:16,23 Aug 2021,15:16:38,294.0
29.0,23 Aug 18:03,23 Aug 2021,18:03:46,293.0
30.0,28 Aug 10:21,28 Aug 2021,10:21:18,235.0
31.0,28 Aug 11:35,28 Aug 2021,11:35:06,236.0
,03 Sep 02:17,03 Sep 2021,02:17:33,264.0
,03 09 10:54,03 Sep 2021,10:54:46,267.0
,10 Sep 17:38,10 Sep 2021,17:38:26,286.48
,10 Sep 23:30,10 Sep 2021,23:30:16,287.07
,12 Sep 17:30,12 Sep 2021,17:30:03,288.13
,12 Sep 18:42,12 Sep 2021,18:42:45,288.48
,12 Sep 21:12,12 Sep 2021,21:12:54,288.46
,12 Sep 22:53,12 Sep 2021,22:53:57,288.29
