Unnamed: 0,DateTime,Date,Time,Potassium(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,6.4
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,6.2
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,5.6
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,5.7
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,5.9
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,6.0
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,7.1
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,7.5
8.0,10 Aug 10:27,10 Aug 2021,10:27:28,7.2
9.0,10 Aug 19:26,10 Aug 2021,19:26:33,6.8
10.0,10 Aug 20:27,10 Aug 2021,20:27:03,6.7
11.0,11 Aug 08:47,11 Aug 2021,08:47:06,4.2
12.0,11 Aug 10:20,11 Aug 2021,10:20:04,4.0
13.0,11 Aug 12:13,11 Aug 2021,12:13:36,3.9
14.0,11 Aug 16:56,11 Aug 2021,16:56:21,9.2
15.0,11 Aug 18:00,11 Aug 2021,18:00:02,10.0
16.0,12 Aug 10:59,12 Aug 2021,10:59:37,9.9
17.0,12 Aug 12:14,12 Aug 2021,12:14:31,9.8
18.0,16 Aug 10:05,16 Aug 2021,10:05:25,10.6
19.0,16 Aug 15:15,16 Aug 2021,15:15:28,11.1
20.0,16 Aug 17:19,16 Aug 2021,17:19:32,10.7
21.0,16 Aug 19:20,16 Aug 2021,19:20:17,11.7
22.0,16 Aug 23:18,16 Aug 2021,23:18:09,12.4
23.0,19 Aug 21:09,19 Aug 2021,21:09:25,16.7
24.0,19 Aug 22:09,19 Aug 2021,22:09:52,16.6
25.0,23 Aug 15:16,23 Aug 2021,15:16:38,10.0
26.0,23 Aug 18:03,23 Aug 2021,18:03:46,10.4
27.0,28 Aug 10:21,28 Aug 2021,10:21:18,9.7
28.0,28 Aug 11:35,28 Aug 2021,11:35:06,9.8
29.0,28 Aug 15:26,28 Aug 2021,15:26:51,9.5
30.0,28 Aug 18:00,28 Aug 2021,18:00:08,9.3
31.0,28 Aug 19:18,28 Aug 2021,19:18:38,10.0
,03 Sep 02:17,03 Sep 2021,02:17:33,4.6
,03 09 10:54,03 Sep 2021,10:54:46,4.9
,10 Sep 17:38,10 Sep 2021,17:38:26,8.5
,10 Sep 23:30,10 Sep 2021,23:30:16,9.6
,12 Sep 17:30,12 Sep 2021,17:30:03,9.5
,12 Sep 18:42,12 Sep 2021,18:42:45,9.0
,12 Sep 21:12,12 Sep 2021,21:12:54,9.2
,12 Sep 22:53,12 Sep 2021,22:53:57,9.5
