Unnamed: 0,DateTime,Date,Time,DO(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,3.23
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,8.46
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,0.43
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,2.03
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,3.21
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,3.79
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,3.49
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,3.0
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,2.68
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,8.86
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,2.94
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,1.26
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,8.82
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,3.51
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,2.83
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,1.81
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,3.22
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,8.79
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,9.18
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,3.89
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,4.09
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,3.19
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,8.82
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,3.44
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,2.93
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,8.99
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,9.26
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.5
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,1.7
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,3.52
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,2.62
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.63
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,0.81
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,5.97
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,5.27
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,0.0
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,0.67
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,0.62
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,0.71
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,0.0
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,4.06
,03 Sep 02:17,03 Sep 2021,02:17:33,5.08
,03 09 10:54,03 Sep 2021,10:54:46,5.73
,10 Sep 17:38,10 Sep 2021,17:38:26,5.92
,10 Sep 23:30,10 Sep 2021,23:30:16,0.89
,12 Sep 18:42,12 Sep 2021,18:42:45,6.2
,12 Sep 22:00,12 Sep 2021,22:00:04,5.11
