Unnamed: 0,DateTime,Date,Time,DO(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,
1.0,04 Aug 14:28,04 Aug 2021,14:28:10,0.0
2.0,09 Aug 11:41,09 Aug 2021,11:41:48,8.93
3.0,09 Aug 12:57,09 Aug 2021,12:57:04,8.9
4.0,09 Aug 13:57,09 Aug 2021,13:57:19,8.91
5.0,09 Aug 15:16,09 Aug 2021,15:16:19,8.92
6.0,09 Aug 16:29,09 Aug 2021,16:29:24,8.49
7.0,09 Aug 17:29,09 Aug 2021,17:29:51,7.91
8.0,09 Aug 18:30,09 Aug 2021,18:30:16,7.7
9.0,09 Aug 19:30,09 Aug 2021,19:30:40,7.69
10.0,10 Aug 00:49,10 Aug 2021,00:49:39,5.64
11.0,10 Aug 08:24,10 Aug 2021,08:24:01,7.89
12.0,10 Aug 09:26,10 Aug 2021,09:26:56,8.1
13.0,10 Aug 10:27,10 Aug 2021,10:27:28,8.17
14.0,10 Aug 19:26,10 Aug 2021,19:26:33,6.87
15.0,10 Aug 20:27,10 Aug 2021,20:27:03,7.08
16.0,10 Aug 21:30,10 Aug 2021,21:30:23,6.87
17.0,11 Aug 08:47,11 Aug 2021,08:47:06,8.78
18.0,11 Aug 10:20,11 Aug 2021,10:20:04,8.89
19.0,11 Aug 12:13,11 Aug 2021,12:13:36,8.82
20.0,11 Aug 16:56,11 Aug 2021,16:56:21,8.8
21.0,11 Aug 18:00,11 Aug 2021,18:00:02,8.78
22.0,12 Aug 10:59,12 Aug 2021,10:59:37,8.01
23.0,12 Aug 12:14,12 Aug 2021,12:14:31,7.59
24.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.9
25.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.7
26.0,16 Aug 15:15,16 Aug 2021,15:15:28,7.77
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.43
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,7.34
29.0,16 Aug 23:18,16 Aug 2021,23:18:09,6.25
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,5.62
31.0,23 Aug 15:16,23 Aug 2021,15:16:38,5.85
32.0,23 Aug 18:03,23 Aug 2021,18:03:46,5.61
33.0,28 Aug 10:21,28 Aug 2021,10:21:18,4.28
34.0,28 Aug 11:35,28 Aug 2021,11:35:06,4.32
35.0,28 Aug 15:26,28 Aug 2021,15:26:51,4.23
36.0,28 Aug 18:00,28 Aug 2021,18:00:08,4.35
37.0,28 Aug 19:18,28 Aug 2021,19:18:38,4.36
,03 Sep 02:17,03 Sep 2021,02:17:33,3.93
,03 09 10:54,03 Sep 2021,10:54:46,4.81
,10 Sep 17:38,10 Sep 2021,17:38:26,4.74
,10 Sep 23:30,10 Sep 2021,23:30:16,4.43
,12 Sep 17:30,12 Sep 2021,17:30:03,4.69
,12 Sep 18:42,12 Sep 2021,18:42:45,0.0
