Unnamed: 0,DateTime,Date,Time,DO(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.24
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,6.89
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,6.85
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,6.86
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,6.88
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,6.87
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,6.93
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,6.97
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,6.94
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,7.0
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,7.01
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,7.0
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,6.99
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.04
14.0,11 Aug 12:13,11 Aug 2021,12:13:36,7.03
15.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.06
16.0,12 Aug 10:59,12 Aug 2021,10:59:37,7.14
17.0,12 Aug 12:14,12 Aug 2021,12:14:31,7.18
18.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.11
19.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.08
20.0,16 Aug 15:15,16 Aug 2021,15:15:28,7.02
21.0,16 Aug 16:15,16 Aug 2021,16:15:54,6.96
22.0,16 Aug 18:19,16 Aug 2021,18:19:53,6.98
23.0,16 Aug 23:18,16 Aug 2021,23:18:09,7.0
24.0,19 Aug 21:09,19 Aug 2021,21:09:25,7.02
25.0,23 Aug 15:16,23 Aug 2021,15:16:38,7.2
26.0,23 Aug 18:03,23 Aug 2021,18:03:46,7.24
27.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.4
28.0,28 Aug 12:45,28 Aug 2021,12:45:39,7.42
29.0,28 Aug 15:26,28 Aug 2021,15:26:51,7.41
30.0,28 Aug 18:00,28 Aug 2021,18:00:08,7.43
,03 Sep 02:17,03 Sep 2021,02:17:33,6.89
,03 09 10:54,03 Sep 2021,10:54:46,6.73
,10 Sep 17:38,10 Sep 2021,17:38:26,7.33
,10 Sep 23:30,10 Sep 2021,23:30:16,7.3
,12 Sep 17:30,12 Sep 2021,17:30:03,7.41
,12 Sep 18:42,12 Sep 2021,18:42:45,7.39
,12 Sep 22:53,12 Sep 2021,22:53:57,7.41
