Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,404.3
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,280.3
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,268.5
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,591.4
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,673.2
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,637.9
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,539.3
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,469.7
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,421.8
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,292.8
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,383.8
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,349.1
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,319.1
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,464.4
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,406.6
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,367.8
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,404.3
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,336.2
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,288.7
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,659.5
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,619.2
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,354.1
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,297.8
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,495.2
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,377.3
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,292.4
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,287.1
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,395.5
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,484.5
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,521.1
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,445.7
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,345.0
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,400.1
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,639.0
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,473.9
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,387.2
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,335.4
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,316.8
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,458.3
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,548.5
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,526.4
,03 Sep 02:17,03 Sep 2021,02:17:33,420.3
,03 09 10:54,03 Sep 2021,10:54:46,412.3
,10 Sep 17:38,10 Sep 2021,17:38:26,622.3
,10 Sep 23:30,10 Sep 2021,23:30:16,306.9
,12 Sep 18:42,12 Sep 2021,18:42:45,615.8
,12 Sep 22:00,12 Sep 2021,22:00:04,438.2
,12 Sep 22:53,12 Sep 2021,22:53:57,402.8
