Unnamed: 0,DateTime,Date,Time,Potassium(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,5.3
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,4.7
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,6.3
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,6.2
4.0,09 Aug 18:30,09 Aug 2021,18:30:16,6.0
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,5.8
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,5.1
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,5.6
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,5.5
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,5.3
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,6.0
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,5.9
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,5.7
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,5.9
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,5.6
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,5.3
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,6.9
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,6.8
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,5.8
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,5.3
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.0
21.0,16 Aug 11:06,16 Aug 2021,11:06:03,4.5
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,4.1
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,4.0
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,3.9
25.0,16 Aug 18:19,16 Aug 2021,18:19:53,5.3
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,4.9
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,4.4
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,3.4
29.0,23 Aug 15:16,23 Aug 2021,15:16:38,4.3
30.0,23 Aug 18:03,23 Aug 2021,18:03:46,4.2
31.0,28 Aug 10:21,28 Aug 2021,10:21:18,3.9
32.0,28 Aug 11:35,28 Aug 2021,11:35:06,3.8
33.0,28 Aug 12:45,28 Aug 2021,12:45:39,3.6
34.0,28 Aug 15:26,28 Aug 2021,15:26:51,3.5
35.0,28 Aug 18:00,28 Aug 2021,18:00:08,4.5
,03 Sep 02:17,03 Sep 2021,02:17:33,4.8
,03 09 10:54,03 Sep 2021,10:54:46,5.1
,10 Sep 17:38,10 Sep 2021,17:38:26,4.8
,10 Sep 23:30,10 Sep 2021,23:30:16,4.3
,12 Sep 18:42,12 Sep 2021,18:42:45,4.8
,12 Sep 22:00,12 Sep 2021,22:00:04,4.6
,12 Sep 22:53,12 Sep 2021,22:53:57,4.5
