Unnamed: 0,DateTime,Date,Time,BOD(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,1.36
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,1.3
2.0,09 Aug 16:29,09 Aug 2021,16:29:24,1.32
3.0,09 Aug 17:29,09 Aug 2021,17:29:51,1.35
4.0,09 Aug 19:30,09 Aug 2021,19:30:40,1.34
5.0,10 Aug 00:49,10 Aug 2021,00:49:39,1.53
6.0,10 Aug 08:24,10 Aug 2021,08:24:01,1.33
7.0,10 Aug 09:26,10 Aug 2021,09:26:56,1.34
8.0,10 Aug 19:26,10 Aug 2021,19:26:33,1.27
9.0,10 Aug 20:27,10 Aug 2021,20:27:03,1.26
10.0,10 Aug 21:30,10 Aug 2021,21:30:23,1.28
11.0,11 Aug 08:47,11 Aug 2021,08:47:06,1.31
12.0,11 Aug 10:20,11 Aug 2021,10:20:04,1.33
13.0,11 Aug 12:13,11 Aug 2021,12:13:36,1.35
14.0,11 Aug 16:56,11 Aug 2021,16:56:21,1.44
15.0,11 Aug 18:00,11 Aug 2021,18:00:02,1.46
16.0,12 Aug 10:59,12 Aug 2021,10:59:37,1.61
17.0,16 Aug 10:05,16 Aug 2021,10:05:25,1.58
18.0,16 Aug 11:06,16 Aug 2021,11:06:03,1.57
19.0,16 Aug 15:15,16 Aug 2021,15:15:28,1.53
20.0,16 Aug 17:19,16 Aug 2021,17:19:32,1.54
21.0,16 Aug 18:19,16 Aug 2021,18:19:53,1.5
22.0,16 Aug 23:18,16 Aug 2021,23:18:09,1.48
23.0,19 Aug 21:09,19 Aug 2021,21:09:25,1.14
24.0,23 Aug 15:16,23 Aug 2021,15:16:38,1.62
25.0,23 Aug 18:03,23 Aug 2021,18:03:46,1.64
26.0,28 Aug 10:21,28 Aug 2021,10:21:18,1.65
27.0,28 Aug 11:35,28 Aug 2021,11:35:06,1.66
28.0,28 Aug 18:00,28 Aug 2021,18:00:08,1.63
29.0,28 Aug 19:18,28 Aug 2021,19:18:38,1.62
,03 Sep 02:17,03 Sep 2021,02:17:33,1.34
,03 09 10:54,03 Sep 2021,10:54:46,1.29
,10 Sep 17:38,10 Sep 2021,17:38:26,1.54
,10 Sep 23:30,10 Sep 2021,23:30:16,1.53
,12 Sep 17:30,12 Sep 2021,17:30:03,1.43
,12 Sep 18:42,12 Sep 2021,18:42:45,1.32
