Unnamed: 0,DateTime,Date,Time,Chloride(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,16.0
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,20.9
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,22.0
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,20.4
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,17.2
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,17.0
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,16.4
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,22.0
8.0,10 Aug 08:24,10 Aug 2021,08:24:01,16.4
9.0,10 Aug 09:26,10 Aug 2021,09:26:56,16.2
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,17.0
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,16.9
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,16.4
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,17.0
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,16.6
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,20.9
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,17.6
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,18.2
18.0,12 Aug 12:14,12 Aug 2021,12:14:31,17.9
19.0,16 Aug 10:05,16 Aug 2021,10:05:25,18.0
20.0,16 Aug 11:06,16 Aug 2021,11:06:03,17.8
21.0,16 Aug 15:15,16 Aug 2021,15:15:28,17.6
22.0,16 Aug 16:15,16 Aug 2021,16:15:54,20.6
23.0,16 Aug 17:19,16 Aug 2021,17:19:32,21.5
24.0,16 Aug 18:19,16 Aug 2021,18:19:53,20.3
25.0,16 Aug 19:20,16 Aug 2021,19:20:17,17.2
26.0,16 Aug 23:18,16 Aug 2021,23:18:09,18.3
27.0,17 Aug 00:18,17 Aug 2021,00:18:33,18.2
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,22.8
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,22.6
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,17.1
31.0,23 Aug 18:03,23 Aug 2021,18:03:46,18.2
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,20.8
33.0,28 Aug 11:35,28 Aug 2021,11:35:06,20.3
34.0,28 Aug 12:45,28 Aug 2021,12:45:39,20.1
35.0,28 Aug 15:26,28 Aug 2021,15:26:51,23.7
36.0,28 Aug 18:00,28 Aug 2021,18:00:08,18.6
37.0,28 Aug 19:18,28 Aug 2021,19:18:38,20.0
,03 Sep 02:17,03 Sep 2021,02:17:33,8.82
,03 09 10:54,03 Sep 2021,10:54:46,8.84
,10 Sep 17:38,10 Sep 2021,17:38:26,8.96
,10 Sep 23:30,10 Sep 2021,23:30:16,8.97
,12 Sep 18:42,12 Sep 2021,18:42:45,9.03
,12 Sep 22:00,12 Sep 2021,22:00:04,9.02
