Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,143.91
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,146.65
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,146.1
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,145.88
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,145.9
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,145.92
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,145.94
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,145.48
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,146.28
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,147.0
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,146.46
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,146.8
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,147.04
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,154.17
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,150.29
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,148.7
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,148.38
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,148.63
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,149.67
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,148.44
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,144.71
21.0,16 Aug 11:06,16 Aug 2021,11:06:03,145.22
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,144.53
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,144.48
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,144.33
25.0,16 Aug 18:19,16 Aug 2021,18:19:53,144.26
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,144.32
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,143.98
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,143.27
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,143.24
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,139.12
31.0,23 Aug 18:03,23 Aug 2021,18:03:46,139.07
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,137.75
33.0,28 Aug 11:35,28 Aug 2021,11:35:06,137.64
34.0,28 Aug 12:45,28 Aug 2021,12:45:39,137.46
35.0,28 Aug 15:26,28 Aug 2021,15:26:51,137.64
36.0,28 Aug 18:00,28 Aug 2021,18:00:08,137.77
37.0,28 Aug 19:18,28 Aug 2021,19:18:38,137.63
,03 Sep 02:17,03 Sep 2021,02:17:33,152.65
,03 09 10:54,03 Sep 2021,10:54:46,164.2
,10 Sep 17:38,10 Sep 2021,17:38:26,140.31
,10 Sep 23:30,10 Sep 2021,23:30:16,140.26
,12 Sep 18:42,12 Sep 2021,18:42:45,139.53
,12 Sep 22:00,12 Sep 2021,22:00:04,139.6
,12 Sep 22:53,12 Sep 2021,22:53:57,139.63
