Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.51
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,7.41
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,7.4
3.0,10 Aug 19:26,10 Aug 2021,19:26:33,7.38
4.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.39
5.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.4
6.0,12 Aug 10:59,12 Aug 2021,10:59:37,7.41
7.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.48
8.0,19 Aug 21:09,19 Aug 2021,21:09:25,7.47
9.0,23 Aug 15:16,23 Aug 2021,15:16:38,7.46
10.0,23 Aug 18:03,23 Aug 2021,18:03:46,7.45
11.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.55
,03 Sep 02:17,03 Sep 2021,02:17:33,7.58
,10 Sep 23:30,10 Sep 2021,23:30:16,7.59
,12 Sep 22:00,12 Sep 2021,22:00:04,7.57
