Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,127.43
1.0,16 Aug 15:15,16 Aug 2021,15:15:28,258.64
2.0,16 Aug 17:19,16 Aug 2021,17:19:32,221.71
3.0,16 Aug 18:19,16 Aug 2021,18:19:53,252.57
4.0,16 Aug 19:20,16 Aug 2021,19:20:17,250.35
5.0,16 Aug 23:18,16 Aug 2021,23:18:09,240.55
6.0,17 Aug 00:18,17 Aug 2021,00:18:33,233.88
7.0,19 Aug 21:09,19 Aug 2021,21:09:25,229.3
8.0,19 Aug 22:09,19 Aug 2021,22:09:52,237.31
9.0,23 Aug 15:16,23 Aug 2021,15:16:38,271.61
10.0,28 Aug 10:21,28 Aug 2021,10:21:18,245.7
11.0,28 Aug 12:45,28 Aug 2021,12:45:39,261.69
12.0,28 Aug 15:26,28 Aug 2021,15:26:51,241.13
,03 Sep 02:17,03 Sep 2021,02:17:33,252.0
,10 Sep 17:38,10 Sep 2021,17:38:26,257.89
,10 Sep 23:30,10 Sep 2021,23:30:16,253.31
,12 Sep 17:30,12 Sep 2021,17:30:03,271.99
,12 Sep 18:42,12 Sep 2021,18:42:45,246.28
,12 Sep 21:12,12 Sep 2021,21:12:54,285.68
