Unnamed: 0,DateTime,Date,Time,Temperature(°C)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,29.0
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,29.8
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,30.6
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,31.6
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,32.1
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,32.4
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,32.5
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,32.2
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,31.5
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,29.5
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,28.7
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,29.0
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,30.0
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,29.7
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,29.8
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,29.9
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,29.6
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,32.7
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,34.9
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,34.0
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,33.5
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,32.2
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,30.7
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,29.4
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,29.7
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,30.6
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,30.4
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,29.4
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,27.6
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,27.3
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,32.3
31.0,23 Aug 18:03,23 Aug 2021,18:03:46,33.0
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,27.4
33.0,28 Aug 11:35,28 Aug 2021,11:35:06,28.1
34.0,28 Aug 12:45,28 Aug 2021,12:45:39,28.9
35.0,28 Aug 15:26,28 Aug 2021,15:26:51,30.6
36.0,28 Aug 19:18,28 Aug 2021,19:18:38,30.0
,03 Sep 02:17,03 Sep 2021,02:17:33,28.7
,10 Sep 17:38,10 Sep 2021,17:38:26,31.3
,10 Sep 23:30,10 Sep 2021,23:30:16,28.7
,12 Sep 18:42,12 Sep 2021,18:42:45,29.6
,12 Sep 22:00,12 Sep 2021,22:00:04,28.7
,12 Sep 22:53,12 Sep 2021,22:53:57,28.5
