Unnamed: 0,DateTime,Date,Time,Chloride(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,6.5
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,8.1
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,8.2
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,8.3
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,8.5
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,8.4
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,8.3
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,8.4
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,7.9
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,7.7
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,7.4
11.0,10 Aug 19:26,10 Aug 2021,19:26:33,7.5
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,7.6
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.4
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,7.5
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,7.6
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.8
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,7.9
18.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.0
19.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.2
20.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.3
21.0,16 Aug 15:15,16 Aug 2021,15:15:28,7.4
22.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.5
23.0,16 Aug 18:19,16 Aug 2021,18:19:53,7.4
24.0,16 Aug 19:20,16 Aug 2021,19:20:17,7.5
25.0,16 Aug 23:18,16 Aug 2021,23:18:09,7.3
26.0,19 Aug 21:09,19 Aug 2021,21:09:25,6.9
27.0,23 Aug 15:16,23 Aug 2021,15:16:38,6.2
28.0,23 Aug 18:03,23 Aug 2021,18:03:46,6.0
29.0,28 Aug 10:21,28 Aug 2021,10:21:18,10.4
30.0,28 Aug 11:35,28 Aug 2021,11:35:06,10.5
31.0,28 Aug 15:26,28 Aug 2021,15:26:51,10.7
,03 Sep 02:17,03 Sep 2021,02:17:33,9.4
,10 Sep 17:38,10 Sep 2021,17:38:26,9.2
,12 Sep 17:30,12 Sep 2021,17:30:03,0.0
,12 Sep 18:42,12 Sep 2021,18:42:45,9.0
,12 Sep 22:00,12 Sep 2021,22:00:04,9.7
