Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,6.79
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,6.75
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,6.76
3.0,09 Aug 17:29,09 Aug 2021,17:29:51,6.77
4.0,09 Aug 18:30,09 Aug 2021,18:30:16,6.78
5.0,10 Aug 00:49,10 Aug 2021,00:49:39,6.77
6.0,10 Aug 08:24,10 Aug 2021,08:24:01,6.74
7.0,10 Aug 09:26,10 Aug 2021,09:26:56,6.75
8.0,10 Aug 21:30,10 Aug 2021,21:30:23,6.76
9.0,11 Aug 10:20,11 Aug 2021,10:20:04,6.75
10.0,11 Aug 12:13,11 Aug 2021,12:13:36,6.74
11.0,12 Aug 10:59,12 Aug 2021,10:59:37,6.75
12.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.0
13.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.02
14.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.01
15.0,16 Aug 16:15,16 Aug 2021,16:15:54,7.02
16.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.0
17.0,16 Aug 18:19,16 Aug 2021,18:19:53,7.01
18.0,16 Aug 23:18,16 Aug 2021,23:18:09,7.0
19.0,19 Aug 21:09,19 Aug 2021,21:09:25,7.05
20.0,19 Aug 22:09,19 Aug 2021,22:09:52,7.06
21.0,23 Aug 15:16,23 Aug 2021,15:16:38,7.12
22.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.01
23.0,28 Aug 11:35,28 Aug 2021,11:35:06,7.02
24.0,28 Aug 15:26,28 Aug 2021,15:26:51,7.03
25.0,28 Aug 18:00,28 Aug 2021,18:00:08,7.02
26.0,28 Aug 19:18,28 Aug 2021,19:18:38,7.04
,03 Sep 02:17,03 Sep 2021,02:17:33,6.93
,03 09 10:54,03 Sep 2021,10:54:46,6.94
,10 Sep 17:38,10 Sep 2021,17:38:26,7.18
,10 Sep 23:30,10 Sep 2021,23:30:16,7.19
,12 Sep 17:30,12 Sep 2021,17:30:03,0.0
,12 Sep 18:42,12 Sep 2021,18:42:45,7.08
,12 Sep 22:00,12 Sep 2021,22:00:04,7.07
,12 Sep 22:53,12 Sep 2021,22:53:57,7.06
