Unnamed: 0,DateTime,Date,Time,Conductivity(µS/cm)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,316.0
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,533.0
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,535.0
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,209.0
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,211.0
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,212.0
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,213.0
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,214.0
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,217.0
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,224.0
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,225.0
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,226.0
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,233.0
13.0,10 Aug 21:30,10 Aug 2021,21:30:23,234.0
14.0,11 Aug 08:47,11 Aug 2021,08:47:06,242.0
15.0,11 Aug 10:20,11 Aug 2021,10:20:04,243.0
16.0,11 Aug 12:13,11 Aug 2021,12:13:36,245.0
17.0,11 Aug 16:56,11 Aug 2021,16:56:21,84.0
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,88.0
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,89.0
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,242.0
21.0,16 Aug 11:06,16 Aug 2021,11:06:03,243.0
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,246.0
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,247.0
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,246.0
25.0,16 Aug 18:19,16 Aug 2021,18:19:53,244.0
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,243.0
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,245.0
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,238.0
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,237.0
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,242.0
31.0,28 Aug 11:35,28 Aug 2021,11:35:06,248.0
32.0,28 Aug 15:26,28 Aug 2021,15:26:51,242.0
33.0,28 Aug 18:00,28 Aug 2021,18:00:08,241.0
,28 Aug 19:18,28 Aug 2021,19:18:38,239.0
,03 09 10:54,03 Sep 2021,10:54:46,236.0
,10 Sep 17:38,10 Sep 2021,17:38:26,252.0
,10 Sep 23:30,10 Sep 2021,23:30:16,256.0
,12 Sep 18:42,12 Sep 2021,18:42:45,254.0
,12 Sep 22:00,12 Sep 2021,22:00:04,257.0
