Unnamed: 0,DateTime,Date,Time,Temperature(°C)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,31.3
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,26.8
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,26.9
3.0,09 Aug 17:29,09 Aug 2021,17:29:51,27.0
4.0,10 Aug 00:49,10 Aug 2021,00:49:39,27.2
5.0,10 Aug 08:24,10 Aug 2021,08:24:01,27.3
6.0,10 Aug 10:27,10 Aug 2021,10:27:28,27.4
7.0,10 Aug 19:26,10 Aug 2021,19:26:33,27.5
8.0,11 Aug 08:47,11 Aug 2021,08:47:06,27.3
9.0,12 Aug 10:59,12 Aug 2021,10:59:37,27.4
10.0,12 Aug 12:14,12 Aug 2021,12:14:31,27.6
11.0,16 Aug 10:05,16 Aug 2021,10:05:25,29.5
12.0,16 Aug 11:06,16 Aug 2021,11:06:03,30.1
13.0,16 Aug 15:15,16 Aug 2021,15:15:28,33.6
14.0,16 Aug 16:15,16 Aug 2021,16:15:54,33.8
15.0,16 Aug 17:19,16 Aug 2021,17:19:32,33.7
16.0,16 Aug 18:19,16 Aug 2021,18:19:53,33.3
17.0,16 Aug 19:20,16 Aug 2021,19:20:17,32.7
18.0,16 Aug 23:18,16 Aug 2021,23:18:09,29.6
19.0,19 Aug 21:09,19 Aug 2021,21:09:25,30.5
20.0,19 Aug 22:09,19 Aug 2021,22:09:52,29.9
21.0,23 Aug 15:16,23 Aug 2021,15:16:38,32.0
22.0,23 Aug 18:03,23 Aug 2021,18:03:46,33.4
23.0,28 Aug 10:21,28 Aug 2021,10:21:18,29.0
24.0,28 Aug 11:35,28 Aug 2021,11:35:06,29.7
25.0,28 Aug 12:45,28 Aug 2021,12:45:39,30.3
26.0,28 Aug 15:26,28 Aug 2021,15:26:51,32.9
27.0,28 Aug 18:00,28 Aug 2021,18:00:08,33.8
28.0,28 Aug 19:18,28 Aug 2021,19:18:38,32.7
,03 Sep 02:17,03 Sep 2021,02:17:33,29.3
,03 09 10:54,03 Sep 2021,10:54:46,29.8
,10 Sep 17:38,10 Sep 2021,17:38:26,32.6
,10 Sep 23:30,10 Sep 2021,23:30:16,30.4
,12 Sep 17:30,12 Sep 2021,17:30:03,33.0
,12 Sep 18:42,12 Sep 2021,18:42:45,33.4
,12 Sep 21:12,12 Sep 2021,21:12:54,32.4
,12 Sep 22:53,12 Sep 2021,22:53:57,31.6
