Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,368.62
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,275.23
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,273.33
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,272.18
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,273.71
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,273.33
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,294.65
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,316.4
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,341.15
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,318.3
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,313.34
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,308.39
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,263.79
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,260.36
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,256.16
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,205.46
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,199.74
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,196.31
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,192.11
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,190.97
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,168.08
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,168.46
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,115.85
23.0,16 Aug 15:15,16 Aug 2021,15:15:28,117.76
24.0,16 Aug 16:15,16 Aug 2021,16:15:54,118.52
25.0,16 Aug 17:19,16 Aug 2021,17:19:32,118.9
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,117.38
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,111.66
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,192.11
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,199.74
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,175.32
31.0,23 Aug 18:03,23 Aug 2021,18:03:46,177.99
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,179.9
33.0,28 Aug 11:35,28 Aug 2021,11:35:06,180.28
34.0,28 Aug 15:26,28 Aug 2021,15:26:51,183.72
35.0,28 Aug 18:00,28 Aug 2021,18:00:08,184.48
36.0,28 Aug 19:18,28 Aug 2021,19:18:38,184.1
,03 Sep 02:17,03 Sep 2021,02:17:33,169.98
,03 09 10:54,03 Sep 2021,10:54:46,164.26
,10 Sep 17:38,10 Sep 2021,17:38:26,97.96
,10 Sep 23:30,10 Sep 2021,23:30:16,97.58
,12 Sep 17:30,12 Sep 2021,17:30:03,117.0
,12 Sep 18:42,12 Sep 2021,18:42:45,117.38
,12 Sep 21:12,12 Sep 2021,21:12:54,118.14
,12 Sep 22:53,12 Sep 2021,22:53:57,117.76
