Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.16
1.0,16 Aug 15:15,16 Aug 2021,15:15:28,7.5
2.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.07
3.0,16 Aug 18:19,16 Aug 2021,18:19:53,7.16
4.0,16 Aug 19:20,16 Aug 2021,19:20:17,7.18
5.0,16 Aug 23:18,16 Aug 2021,23:18:09,7.17
6.0,17 Aug 00:18,17 Aug 2021,00:18:33,7.11
7.0,19 Aug 21:09,19 Aug 2021,21:09:25,7.33
8.0,19 Aug 22:09,19 Aug 2021,22:09:52,7.27
9.0,23 Aug 15:16,23 Aug 2021,15:16:38,6.94
10.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.13
11.0,28 Aug 12:45,28 Aug 2021,12:45:39,7.38
12.0,28 Aug 15:26,28 Aug 2021,15:26:51,7.46
,03 Sep 02:17,03 Sep 2021,02:17:33,7.63
,10 Sep 17:38,10 Sep 2021,17:38:26,7.5
,10 Sep 23:30,10 Sep 2021,23:30:16,7.44
,12 Sep 17:30,12 Sep 2021,17:30:03,7.37
,12 Sep 18:42,12 Sep 2021,18:42:45,7.36
,12 Sep 21:12,12 Sep 2021,21:12:54,7.21
