Unnamed: 0,DateTime,Date,Time,Nitrate(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,0.91
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.79
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,0.94
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,0.89
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,0.94
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,0.93
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,0.94
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,0.9
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,0.85
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,0.86
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,0.76
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,0.75
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,0.72
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,0.82
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,0.74
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,0.84
16.0,11 Aug 12:13,11 Aug 2021,12:13:36,1.21
17.0,11 Aug 16:56,11 Aug 2021,16:56:21,0.91
18.0,11 Aug 18:00,11 Aug 2021,18:00:02,0.96
19.0,12 Aug 10:59,12 Aug 2021,10:59:37,0.88
20.0,12 Aug 12:14,12 Aug 2021,12:14:31,1.04
21.0,16 Aug 10:05,16 Aug 2021,10:05:25,0.91
22.0,16 Aug 11:06,16 Aug 2021,11:06:03,0.9
23.0,16 Aug 15:15,16 Aug 2021,15:15:28,0.84
24.0,16 Aug 16:15,16 Aug 2021,16:15:54,0.95
25.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.93
26.0,16 Aug 18:19,16 Aug 2021,18:19:53,0.88
27.0,16 Aug 19:20,16 Aug 2021,19:20:17,0.92
28.0,16 Aug 23:18,16 Aug 2021,23:18:09,0.99
29.0,19 Aug 21:09,19 Aug 2021,21:09:25,1.07
30.0,19 Aug 22:09,19 Aug 2021,22:09:52,0.99
31.0,23 Aug 15:16,23 Aug 2021,15:16:38,1.05
32.0,23 Aug 18:03,23 Aug 2021,18:03:46,0.9
33.0,28 Aug 10:21,28 Aug 2021,10:21:18,1.06
34.0,28 Aug 11:35,28 Aug 2021,11:35:06,1.05
35.0,28 Aug 12:45,28 Aug 2021,12:45:39,1.02
36.0,28 Aug 15:26,28 Aug 2021,15:26:51,1.01
37.0,28 Aug 18:00,28 Aug 2021,18:00:08,1.08
38.0,28 Aug 19:18,28 Aug 2021,19:18:38,1.03
,03 Sep 02:17,03 Sep 2021,02:17:33,1.01
,03 09 10:54,03 Sep 2021,10:54:46,1.12
,10 Sep 17:38,10 Sep 2021,17:38:26,1.0
,10 Sep 23:30,10 Sep 2021,23:30:16,0.98
,12 Sep 17:30,12 Sep 2021,17:30:03,0.8
,12 Sep 18:42,12 Sep 2021,18:42:45,0.76
,12 Sep 22:53,12 Sep 2021,22:53:57,0.81
