Unnamed: 0,DateTime,Date,Time,BOD(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,4.51
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,2.9
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,3.5
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,3.46
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,3.38
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,3.26
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,3.04
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,2.81
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,2.82
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,2.77
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,2.78
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,2.71
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,2.67
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,2.73
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,2.78
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,2.83
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,3.11
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,3.09
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,3.61
19.0,12 Aug 12:14,12 Aug 2021,12:14:31,3.64
20.0,16 Aug 10:05,16 Aug 2021,10:05:25,4.06
21.0,16 Aug 11:06,16 Aug 2021,11:06:03,4.07
22.0,16 Aug 15:15,16 Aug 2021,15:15:28,3.95
23.0,16 Aug 16:15,16 Aug 2021,16:15:54,3.83
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,3.88
25.0,16 Aug 18:19,16 Aug 2021,18:19:53,3.85
26.0,16 Aug 19:20,16 Aug 2021,19:20:17,3.74
27.0,16 Aug 23:18,16 Aug 2021,23:18:09,3.83
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,2.26
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,2.25
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,2.2
31.0,28 Aug 10:21,28 Aug 2021,10:21:18,2.08
32.0,28 Aug 19:18,28 Aug 2021,19:18:38,3.17
,03 Sep 02:17,03 Sep 2021,02:17:33,2.58
,10 Sep 17:38,10 Sep 2021,17:38:26,2.21
,12 Sep 17:30,12 Sep 2021,17:30:03,2.06
