Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,9.29
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,9.16
2.0,10 Aug 19:26,10 Aug 2021,19:26:33,9.78
3.0,16 Aug 10:05,16 Aug 2021,10:05:25,10.11
4.0,16 Aug 19:20,16 Aug 2021,19:20:17,10.06
5.0,19 Aug 21:09,19 Aug 2021,21:09:25,8.61
6.0,28 Aug 10:21,28 Aug 2021,10:21:18,8.41
7.0,28 Aug 18:00,28 Aug 2021,18:00:08,8.19
,03 Sep 02:17,03 Sep 2021,02:17:33,8.87
,03 09 10:54,03 Sep 2021,10:54:46,8.58
,10 Sep 17:38,10 Sep 2021,17:38:26,9.44
,10 Sep 23:30,10 Sep 2021,23:30:16,8.43
,12 Sep 16:50,12 Sep 2021,16:50:46,9.46
,12 Sep 17:30,12 Sep 2021,17:30:03,9.45
,12 Sep 21:12,12 Sep 2021,21:12:54,8.25
,12 Sep 22:53,12 Sep 2021,22:53:57,8.86
