Unnamed: 0,DateTime,Date,Time,Potassium(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,1.4
1.0,09 Aug 12:57,09 Aug 2021,12:57:04,1.2
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,1.4
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,1.5
4.0,09 Aug 16:29,09 Aug 2021,16:29:24,1.4
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,1.1
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,1.4
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,0.0
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,1.4
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,1.5
10.0,10 Aug 10:27,10 Aug 2021,10:27:28,1.4
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,1.3
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,1.4
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,1.5
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,1.3
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,1.1
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,0.0
17.0,12 Aug 10:59,12 Aug 2021,10:59:37,1.4
18.0,12 Aug 12:14,12 Aug 2021,12:14:31,1.3
19.0,16 Aug 10:05,16 Aug 2021,10:05:25,1.0
20.0,16 Aug 11:06,16 Aug 2021,11:06:03,0.0
21.0,16 Aug 16:15,16 Aug 2021,16:15:54,1.4
22.0,16 Aug 17:19,16 Aug 2021,17:19:32,1.2
23.0,16 Aug 19:20,16 Aug 2021,19:20:17,0.7
24.0,16 Aug 23:18,16 Aug 2021,23:18:09,1.2
25.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.8
26.0,23 Aug 15:16,23 Aug 2021,15:16:38,1.1
,23 Aug 18:03,23 Aug 2021,18:03:46,1.4
,03 09 10:54,03 Sep 2021,10:54:46,0.0
,10 Sep 17:38,10 Sep 2021,17:38:26,1.4
,10 Sep 23:30,10 Sep 2021,23:30:16,0.0
