Unnamed: 0,DateTime,Date,Time,DO(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.04
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,8.21
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,8.17
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,8.37
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,8.16
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,8.3
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,8.42
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,8.51
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,8.36
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,8.23
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,8.45
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,8.47
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,8.21
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,8.14
14.0,11 Aug 08:47,11 Aug 2021,08:47:06,8.39
15.0,11 Aug 10:20,11 Aug 2021,10:20:04,8.27
16.0,11 Aug 12:13,11 Aug 2021,12:13:36,8.4
17.0,11 Aug 16:56,11 Aug 2021,16:56:21,8.3
18.0,11 Aug 18:00,11 Aug 2021,18:00:02,8.35
19.0,12 Aug 10:59,12 Aug 2021,10:59:37,7.06
20.0,12 Aug 12:14,12 Aug 2021,12:14:31,7.05
21.0,16 Aug 10:05,16 Aug 2021,10:05:25,6.41
22.0,16 Aug 11:06,16 Aug 2021,11:06:03,6.4
23.0,16 Aug 15:15,16 Aug 2021,15:15:28,6.25
24.0,16 Aug 16:15,16 Aug 2021,16:15:54,6.3
25.0,16 Aug 17:19,16 Aug 2021,17:19:32,6.26
26.0,16 Aug 18:19,16 Aug 2021,18:19:53,6.33
27.0,16 Aug 19:20,16 Aug 2021,19:20:17,6.35
28.0,16 Aug 23:18,16 Aug 2021,23:18:09,6.29
29.0,19 Aug 21:09,19 Aug 2021,21:09:25,6.4
30.0,19 Aug 22:09,19 Aug 2021,22:09:52,6.26
31.0,23 Aug 15:16,23 Aug 2021,15:16:38,6.7
32.0,23 Aug 18:03,23 Aug 2021,18:03:46,6.71
33.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.66
34.0,28 Aug 11:35,28 Aug 2021,11:35:06,7.23
35.0,28 Aug 12:45,28 Aug 2021,12:45:39,6.92
36.0,28 Aug 15:26,28 Aug 2021,15:26:51,6.9
37.0,28 Aug 18:00,28 Aug 2021,18:00:08,6.97
38.0,28 Aug 19:18,28 Aug 2021,19:18:38,6.79
,03 Sep 02:17,03 Sep 2021,02:17:33,6.86
,10 Sep 17:38,10 Sep 2021,17:38:26,6.71
,12 Sep 17:30,12 Sep 2021,17:30:03,7.02
,12 Sep 21:12,12 Sep 2021,21:12:54,6.99
,12 Sep 22:53,12 Sep 2021,22:53:57,7.66
