Unnamed: 0,DateTime,Date,Time,Temperature(°C)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,21.7
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,22.3
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,19.6
3.0,09 Aug 18:30,09 Aug 2021,18:30:16,19.9
4.0,09 Aug 19:30,09 Aug 2021,19:30:40,19.8
5.0,10 Aug 00:49,10 Aug 2021,00:49:39,19.7
6.0,10 Aug 09:26,10 Aug 2021,09:26:56,19.2
7.0,10 Aug 10:27,10 Aug 2021,10:27:28,19.3
8.0,10 Aug 19:26,10 Aug 2021,19:26:33,19.8
9.0,10 Aug 20:27,10 Aug 2021,20:27:03,19.9
10.0,11 Aug 08:47,11 Aug 2021,08:47:06,19.7
11.0,11 Aug 10:20,11 Aug 2021,10:20:04,19.8
12.0,11 Aug 12:13,11 Aug 2021,12:13:36,19.9
13.0,11 Aug 16:56,11 Aug 2021,16:56:21,20.4
14.0,12 Aug 10:59,12 Aug 2021,10:59:37,19.9
15.0,12 Aug 12:14,12 Aug 2021,12:14:31,20.0
16.0,16 Aug 10:05,16 Aug 2021,10:05:25,20.6
17.0,16 Aug 15:15,16 Aug 2021,15:15:28,21.3
18.0,16 Aug 16:15,16 Aug 2021,16:15:54,21.5
19.0,16 Aug 17:19,16 Aug 2021,17:19:32,21.7
20.0,16 Aug 18:19,16 Aug 2021,18:19:53,21.5
21.0,16 Aug 23:18,16 Aug 2021,23:18:09,21.0
22.0,19 Aug 21:09,19 Aug 2021,21:09:25,21.3
23.0,19 Aug 22:09,19 Aug 2021,22:09:52,20.4
24.0,23 Aug 15:16,23 Aug 2021,15:16:38,21.5
25.0,23 Aug 18:03,23 Aug 2021,18:03:46,21.3
26.0,28 Aug 10:21,28 Aug 2021,10:21:18,20.9
27.0,28 Aug 11:35,28 Aug 2021,11:35:06,21.1
28.0,28 Aug 15:26,28 Aug 2021,15:26:51,21.3
29.0,28 Aug 19:18,28 Aug 2021,19:18:38,21.2
,03 Sep 02:17,03 Sep 2021,02:17:33,21.4
,10 Sep 17:38,10 Sep 2021,17:38:26,22.4
,10 Sep 23:30,10 Sep 2021,23:30:16,21.8
,12 Sep 17:30,12 Sep 2021,17:30:03,22.6
,12 Sep 18:42,12 Sep 2021,18:42:45,22.4
,12 Sep 22:00,12 Sep 2021,22:00:04,22.0
