Unnamed: 0,DateTime,Date,Time,"Color(Pt.Scale,Hz units)"
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,14.31
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,11.94
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,6.3
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,12.0
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,11.84
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,11.75
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,11.79
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,12.53
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,12.16
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,12.13
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,12.17
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,12.24
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,12.23
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,12.29
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,12.25
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,12.86
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,16.14
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,12.88
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,13.11
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,12.81
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,14.45
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,15.15
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,13.64
23.0,16 Aug 11:06,16 Aug 2021,11:06:03,12.92
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,14.0
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,13.95
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,33.75
27.0,16 Aug 18:19,16 Aug 2021,18:19:53,13.88
28.0,16 Aug 19:20,16 Aug 2021,19:20:17,17.62
29.0,16 Aug 23:18,16 Aug 2021,23:18:09,11.71
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,12.86
31.0,19 Aug 22:09,19 Aug 2021,22:09:52,12.67
32.0,23 Aug 15:16,23 Aug 2021,15:16:38,11.98
33.0,23 Aug 18:03,23 Aug 2021,18:03:46,11.79
34.0,28 Aug 10:21,28 Aug 2021,10:21:18,12.39
35.0,28 Aug 11:35,28 Aug 2021,11:35:06,12.71
36.0,28 Aug 12:45,28 Aug 2021,12:45:39,12.27
37.0,28 Aug 15:26,28 Aug 2021,15:26:51,12.1
38.0,28 Aug 18:00,28 Aug 2021,18:00:08,12.05
39.0,28 Aug 19:18,28 Aug 2021,19:18:38,12.01
,03 Sep 02:17,03 Sep 2021,02:17:33,13.88
,03 09 10:54,03 Sep 2021,10:54:46,13.19
,10 Sep 17:38,10 Sep 2021,17:38:26,10.74
,10 Sep 23:30,10 Sep 2021,23:30:16,10.87
,12 Sep 17:30,12 Sep 2021,17:30:03,11.04
,12 Sep 18:42,12 Sep 2021,18:42:45,10.95
,12 Sep 21:12,12 Sep 2021,21:12:54,11.03
,12 Sep 22:53,12 Sep 2021,22:53:57,11.99
