Unnamed: 0,DateTime,Date,Time,Chloride(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,85.4
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,62.0
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,60.6
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,60.4
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,60.0
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,59.3
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,59.4
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,60.5
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,60.1
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,58.5
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,187.0
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,171.4
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,74.4
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,74.5
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,72.6
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,44.9
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,36.6
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,38.0
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,45.3
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,47.5
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,52.7
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,55.2
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,33.8
23.0,16 Aug 11:06,16 Aug 2021,11:06:03,35.3
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,40.9
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,41.7
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,41.5
27.0,16 Aug 18:19,16 Aug 2021,18:19:53,42.8
28.0,16 Aug 19:20,16 Aug 2021,19:20:17,42.9
29.0,16 Aug 23:18,16 Aug 2021,23:18:09,44.2
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,63.0
31.0,23 Aug 15:16,23 Aug 2021,15:16:38,75.0
32.0,23 Aug 18:03,23 Aug 2021,18:03:46,79.4
33.0,28 Aug 10:21,28 Aug 2021,10:21:18,62.9
34.0,28 Aug 11:35,28 Aug 2021,11:35:06,86.6
35.0,28 Aug 12:45,28 Aug 2021,12:45:39,98.8
36.0,28 Aug 15:26,28 Aug 2021,15:26:51,101.0
37.0,28 Aug 18:00,28 Aug 2021,18:00:08,96.9
38.0,28 Aug 19:18,28 Aug 2021,19:18:38,93.2
,03 Sep 02:17,03 Sep 2021,02:17:33,78.6
,03 09 10:54,03 Sep 2021,10:54:46,87.7
,10 Sep 17:38,10 Sep 2021,17:38:26,127.7
,10 Sep 23:30,10 Sep 2021,23:30:16,117.8
,12 Sep 17:30,12 Sep 2021,17:30:03,126.5
,12 Sep 18:42,12 Sep 2021,18:42:45,129.1
,12 Sep 21:12,12 Sep 2021,21:12:54,133.7
