Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.63
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,7.75
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,7.76
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,7.77
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,7.75
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,7.76
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,7.77
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,7.75
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,7.76
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,7.75
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,7.73
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,7.72
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,7.75
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,7.7
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,7.71
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.67
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,7.66
17.0,12 Aug 10:59,12 Aug 2021,10:59:37,7.67
18.0,12 Aug 12:14,12 Aug 2021,12:14:31,7.65
19.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.46
20.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.45
21.0,16 Aug 16:15,16 Aug 2021,16:15:54,7.44
22.0,16 Aug 18:19,16 Aug 2021,18:19:53,7.45
23.0,16 Aug 19:20,16 Aug 2021,19:20:17,7.44
24.0,19 Aug 21:09,19 Aug 2021,21:09:25,7.21
25.0,19 Aug 22:09,19 Aug 2021,22:09:52,7.22
26.0,23 Aug 15:16,23 Aug 2021,15:16:38,7.31
27.0,23 Aug 18:03,23 Aug 2021,18:03:46,7.32
28.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.3
29.0,28 Aug 11:35,28 Aug 2021,11:35:06,7.28
30.0,28 Aug 12:45,28 Aug 2021,12:45:39,7.3
31.0,28 Aug 18:00,28 Aug 2021,18:00:08,7.33
,03 Sep 02:17,03 Sep 2021,02:17:33,7.22
,10 Sep 17:38,10 Sep 2021,17:38:26,7.35
,10 Sep 23:30,10 Sep 2021,23:30:16,7.34
,12 Sep 17:30,12 Sep 2021,17:30:03,7.38
,12 Sep 21:12,12 Sep 2021,21:12:54,7.39
