Unnamed: 0,DateTime,Date,Time,BOD(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,5.29
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,5.04
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,5.06
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,5.11
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,5.06
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,5.02
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,5.01
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,5.0
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,4.97
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,4.94
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,5.07
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,5.11
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,5.21
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,5.16
14.0,11 Aug 08:47,11 Aug 2021,08:47:06,5.17
15.0,11 Aug 12:13,11 Aug 2021,12:13:36,5.18
16.0,11 Aug 16:56,11 Aug 2021,16:56:21,5.11
17.0,11 Aug 18:00,11 Aug 2021,18:00:02,5.1
18.0,12 Aug 10:59,12 Aug 2021,10:59:37,5.13
19.0,16 Aug 10:05,16 Aug 2021,10:05:25,5.37
20.0,16 Aug 11:06,16 Aug 2021,11:06:03,5.28
21.0,16 Aug 15:15,16 Aug 2021,15:15:28,5.34
22.0,16 Aug 16:15,16 Aug 2021,16:15:54,5.25
23.0,16 Aug 17:19,16 Aug 2021,17:19:32,0.0
24.0,16 Aug 18:19,16 Aug 2021,18:19:53,5.31
25.0,16 Aug 19:20,16 Aug 2021,19:20:17,5.29
26.0,16 Aug 23:18,16 Aug 2021,23:18:09,5.27
27.0,19 Aug 21:09,19 Aug 2021,21:09:25,5.16
28.0,19 Aug 22:09,19 Aug 2021,22:09:52,5.2
29.0,23 Aug 15:16,23 Aug 2021,15:16:38,5.22
30.0,23 Aug 18:03,23 Aug 2021,18:03:46,5.25
31.0,28 Aug 10:21,28 Aug 2021,10:21:18,5.23
32.0,28 Aug 11:35,28 Aug 2021,11:35:06,5.14
33.0,28 Aug 12:45,28 Aug 2021,12:45:39,5.23
34.0,28 Aug 15:26,28 Aug 2021,15:26:51,5.28
35.0,28 Aug 18:00,28 Aug 2021,18:00:08,5.35
36.0,28 Aug 19:18,28 Aug 2021,19:18:38,5.31
,03 Sep 02:17,03 Sep 2021,02:17:33,5.17
,03 09 10:54,03 Sep 2021,10:54:46,5.16
,10 Sep 17:38,10 Sep 2021,17:38:26,5.34
,10 Sep 23:30,10 Sep 2021,23:30:16,5.29
,12 Sep 17:30,12 Sep 2021,17:30:03,5.24
,12 Sep 21:12,12 Sep 2021,21:12:54,5.16
,12 Sep 22:53,12 Sep 2021,22:53:57,5.18
