Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.15
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,7.13
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,7.05
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,7.26
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,7.36
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,7.38
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,7.35
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,7.32
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,7.24
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,7.36
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,7.19
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,7.54
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,7.34
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,7.32
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,7.19
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.39
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,7.73
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,6.94
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.42
19.0,12 Aug 10:59,12 Aug 2021,10:59:37,7.34
20.0,12 Aug 12:14,12 Aug 2021,12:14:31,7.97
21.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.47
22.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.43
23.0,16 Aug 15:15,16 Aug 2021,15:15:28,8.11
24.0,16 Aug 16:15,16 Aug 2021,16:15:54,8.06
25.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.15
26.0,16 Aug 18:19,16 Aug 2021,18:19:53,7.43
27.0,16 Aug 19:20,16 Aug 2021,19:20:17,7.49
28.0,16 Aug 23:18,16 Aug 2021,23:18:09,7.43
29.0,19 Aug 21:09,19 Aug 2021,21:09:25,6.98
30.0,19 Aug 22:09,19 Aug 2021,22:09:52,7.21
31.0,23 Aug 15:16,23 Aug 2021,15:16:38,7.59
32.0,23 Aug 18:03,23 Aug 2021,18:03:46,7.51
33.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.46
34.0,28 Aug 11:35,28 Aug 2021,11:35:06,7.29
35.0,28 Aug 12:45,28 Aug 2021,12:45:39,7.15
36.0,28 Aug 15:26,28 Aug 2021,15:26:51,7.27
37.0,28 Aug 18:00,28 Aug 2021,18:00:08,7.45
38.0,28 Aug 19:18,28 Aug 2021,19:18:38,7.48
,03 Sep 02:17,03 Sep 2021,02:17:33,7.43
,03 09 10:54,03 Sep 2021,10:54:46,7.48
,10 Sep 17:38,10 Sep 2021,17:38:26,7.58
,10 Sep 23:30,10 Sep 2021,23:30:16,7.27
,12 Sep 18:42,12 Sep 2021,18:42:45,7.57
,12 Sep 22:00,12 Sep 2021,22:00:04,7.51
