Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,464.22
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,432.17
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,433.7
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,433.32
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,432.55
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,431.03
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,433.32
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,434.46
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,433.7
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,431.03
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,426.45
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,426.83
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,427.98
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,502.75
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,503.89
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,506.56
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,507.32
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,508.47
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,509.23
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,510.38
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,511.14
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,511.9
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,506.18
23.0,16 Aug 11:06,16 Aug 2021,11:06:03,505.42
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,502.75
25.0,16 Aug 16:15,16 Aug 2021,16:15:54,501.98
26.0,16 Aug 17:19,16 Aug 2021,17:19:32,501.22
27.0,16 Aug 18:19,16 Aug 2021,18:19:53,500.46
28.0,16 Aug 19:20,16 Aug 2021,19:20:17,498.93
29.0,16 Aug 23:18,16 Aug 2021,23:18:09,496.64
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,447.05
31.0,19 Aug 22:09,19 Aug 2021,22:09:52,445.52
32.0,23 Aug 15:16,23 Aug 2021,15:16:38,379.53
33.0,23 Aug 18:03,23 Aug 2021,18:03:46,382.58
34.0,28 Aug 10:21,28 Aug 2021,10:21:18,447.05
35.0,28 Aug 11:35,28 Aug 2021,11:35:06,447.43
36.0,28 Aug 12:45,28 Aug 2021,12:45:39,447.05
37.0,28 Aug 15:26,28 Aug 2021,15:26:51,446.29
38.0,28 Aug 18:00,28 Aug 2021,18:00:08,445.91
39.0,28 Aug 19:18,28 Aug 2021,19:18:38,446.29
,03 Sep 02:17,03 Sep 2021,02:17:33,538.61
,03 09 10:54,03 Sep 2021,10:54:46,462.69
,10 Sep 17:38,10 Sep 2021,17:38:26,435.88
,10 Sep 23:30,10 Sep 2021,23:30:16,432.07
,12 Sep 17:30,12 Sep 2021,17:30:03,458.77
,12 Sep 18:42,12 Sep 2021,18:42:45,459.15
,12 Sep 21:12,12 Sep 2021,21:12:54,460.3
,12 Sep 22:53,12 Sep 2021,22:53:57,461.06
