Unnamed: 0,DateTime,Date,Time,Chloride(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,279.32
1.0,16 Aug 15:15,16 Aug 2021,15:15:28,4.81
2.0,16 Aug 17:19,16 Aug 2021,17:19:32,9.13
3.0,16 Aug 18:19,16 Aug 2021,18:19:53,13.66
4.0,16 Aug 19:20,16 Aug 2021,19:20:17,53.33
5.0,16 Aug 23:18,16 Aug 2021,23:18:09,28.95
6.0,17 Aug 00:18,17 Aug 2021,00:18:33,18.04
7.0,19 Aug 21:09,19 Aug 2021,21:09:25,23.59
8.0,19 Aug 22:09,19 Aug 2021,22:09:52,30.88
9.0,23 Aug 15:16,23 Aug 2021,15:16:38,8.21
10.0,28 Aug 10:21,28 Aug 2021,10:21:18,32.37
11.0,28 Aug 12:45,28 Aug 2021,12:45:39,35.18
12.0,28 Aug 15:26,28 Aug 2021,15:26:51,70.03
,03 Sep 02:17,03 Sep 2021,02:17:33,103.8
,10 Sep 17:38,10 Sep 2021,17:38:26,70.17
,10 Sep 23:30,10 Sep 2021,23:30:16,47.38
,12 Sep 17:30,12 Sep 2021,17:30:03,40.68
,12 Sep 18:42,12 Sep 2021,18:42:45,39.03
,12 Sep 21:12,12 Sep 2021,21:12:54,17.2
