Unnamed: 0,DateTime,Date,Time,Potassium(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,27.6
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,24.5
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,23.1
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,23.4
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,23.7
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,25.0
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,24.4
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,24.0
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,26.0
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,29.7
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,28.9
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,26.9
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,13.8
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,13.9
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,14.5
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,16.5
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,14.7
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,14.9
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,14.4
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,14.5
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,14.4
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,14.2
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,16.2
23.0,16 Aug 15:15,16 Aug 2021,15:15:28,13.8
24.0,16 Aug 17:19,16 Aug 2021,17:19:32,12.8
25.0,16 Aug 19:20,16 Aug 2021,19:20:17,12.3
26.0,16 Aug 23:18,16 Aug 2021,23:18:09,14.2
27.0,17 Aug 00:18,17 Aug 2021,00:18:33,14.9
28.0,19 Aug 21:09,19 Aug 2021,21:09:25,13.3
29.0,19 Aug 22:09,19 Aug 2021,22:09:52,13.8
30.0,23 Aug 15:16,23 Aug 2021,15:16:38,13.4
31.0,23 Aug 18:03,23 Aug 2021,18:03:46,14.5
32.0,28 Aug 10:21,28 Aug 2021,10:21:18,5.0
33.0,28 Aug 12:45,28 Aug 2021,12:45:39,4.9
34.0,28 Aug 15:26,28 Aug 2021,15:26:51,5.0
35.0,28 Aug 18:00,28 Aug 2021,18:00:08,4.9
,03 Sep 02:17,03 Sep 2021,02:17:33,10.0
,03 09 10:54,03 Sep 2021,10:54:46,9.4
,10 Sep 17:38,10 Sep 2021,17:38:26,10.2
,10 Sep 23:30,10 Sep 2021,23:30:16,10.4
,12 Sep 17:30,12 Sep 2021,17:30:03,10.2
,12 Sep 21:12,12 Sep 2021,21:12:54,0.0
,12 Sep 22:53,12 Sep 2021,22:53:57,10.3
