Unnamed: 0,DateTime,Date,Time,Nitrate(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,1.3
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,1.24
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,1.21
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,1.18
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,1.21
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,1.19
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,1.11
7.0,09 Aug 19:30,09 Aug 2021,19:30:40,1.01
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,1.21
9.0,10 Aug 08:24,10 Aug 2021,08:24:01,0.91
10.0,10 Aug 09:26,10 Aug 2021,09:26:56,0.98
11.0,10 Aug 10:27,10 Aug 2021,10:27:28,0.95
12.0,10 Aug 19:26,10 Aug 2021,19:26:33,1.2
13.0,10 Aug 20:27,10 Aug 2021,20:27:03,0.85
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,0.77
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,0.91
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,0.47
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,1.21
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,1.15
19.0,12 Aug 10:59,12 Aug 2021,10:59:37,1.23
20.0,12 Aug 12:14,12 Aug 2021,12:14:31,0.98
21.0,16 Aug 10:05,16 Aug 2021,10:05:25,1.16
22.0,16 Aug 11:06,16 Aug 2021,11:06:03,1.07
23.0,16 Aug 15:15,16 Aug 2021,15:15:28,1.02
24.0,16 Aug 16:15,16 Aug 2021,16:15:54,1.08
25.0,16 Aug 17:19,16 Aug 2021,17:19:32,1.1
26.0,16 Aug 18:19,16 Aug 2021,18:19:53,1.11
27.0,16 Aug 19:20,16 Aug 2021,19:20:17,1.12
28.0,16 Aug 23:18,16 Aug 2021,23:18:09,1.14
29.0,17 Aug 00:18,17 Aug 2021,00:18:33,1.12
30.0,19 Aug 21:09,19 Aug 2021,21:09:25,1.11
31.0,19 Aug 22:09,19 Aug 2021,22:09:52,1.12
32.0,23 Aug 18:03,23 Aug 2021,18:03:46,1.13
33.0,28 Aug 10:21,28 Aug 2021,10:21:18,1.14
34.0,28 Aug 12:45,28 Aug 2021,12:45:39,1.12
35.0,28 Aug 15:26,28 Aug 2021,15:26:51,1.13
36.0,28 Aug 18:00,28 Aug 2021,18:00:08,1.14
37.0,28 Aug 19:18,28 Aug 2021,19:18:38,1.13
,03 Sep 02:17,03 Sep 2021,02:17:33,1.02
,03 09 10:54,03 Sep 2021,10:54:46,1.04
,10 Sep 17:38,10 Sep 2021,17:38:26,1.16
,10 Sep 23:30,10 Sep 2021,23:30:16,1.18
,12 Sep 18:42,12 Sep 2021,18:42:45,1.22
,12 Sep 22:00,12 Sep 2021,22:00:04,1.23
