Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,
1.0,04 Aug 14:28,04 Aug 2021,14:28:10,0.0
2.0,09 Aug 11:41,09 Aug 2021,11:41:48,7.68
3.0,09 Aug 12:57,09 Aug 2021,12:57:04,7.69
4.0,09 Aug 13:57,09 Aug 2021,13:57:19,7.84
5.0,09 Aug 15:16,09 Aug 2021,15:16:19,7.77
6.0,09 Aug 16:29,09 Aug 2021,16:29:24,7.69
7.0,09 Aug 17:29,09 Aug 2021,17:29:51,7.67
8.0,09 Aug 18:30,09 Aug 2021,18:30:16,7.66
9.0,09 Aug 19:30,09 Aug 2021,19:30:40,7.69
10.0,10 Aug 00:49,10 Aug 2021,00:49:39,7.77
11.0,10 Aug 08:24,10 Aug 2021,08:24:01,7.93
12.0,10 Aug 09:26,10 Aug 2021,09:26:56,7.97
13.0,10 Aug 10:27,10 Aug 2021,10:27:28,8.02
14.0,10 Aug 19:26,10 Aug 2021,19:26:33,8.31
15.0,10 Aug 20:27,10 Aug 2021,20:27:03,8.35
16.0,10 Aug 21:30,10 Aug 2021,21:30:23,8.38
17.0,11 Aug 08:47,11 Aug 2021,08:47:06,8.77
18.0,11 Aug 10:20,11 Aug 2021,10:20:04,8.88
19.0,11 Aug 12:13,11 Aug 2021,12:13:36,9.02
20.0,11 Aug 16:56,11 Aug 2021,16:56:21,9.15
21.0,11 Aug 18:00,11 Aug 2021,18:00:02,9.26
22.0,12 Aug 10:59,12 Aug 2021,10:59:37,7.3
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,15.08
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.73
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,7.79
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,7.73
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.69
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,7.75
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,7.73
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,7.79
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,7.43
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,7.48
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,7.75
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,7.86
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.68
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,7.47
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,7.64
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,7.53
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,7.61
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,7.72
,03 Sep 02:17,03 Sep 2021,02:17:33,7.5
,03 09 10:54,03 Sep 2021,10:54:46,7.53
,10 Sep 17:38,10 Sep 2021,17:38:26,7.75
,10 Sep 23:30,10 Sep 2021,23:30:16,7.81
,12 Sep 17:30,12 Sep 2021,17:30:03,8.01
,12 Sep 18:42,12 Sep 2021,18:42:45,8.14
,12 Sep 21:12,12 Sep 2021,21:12:54,8.24
,12 Sep 22:53,12 Sep 2021,22:53:57,8.29
