Unnamed: 0,DateTime,Date,Time,Nitrate(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,3.0
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,0.0
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,3.01
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,2.99
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,3.01
5.0,09 Aug 18:30,09 Aug 2021,18:30:16,3.26
6.0,09 Aug 19:30,09 Aug 2021,19:30:40,3.02
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,3.05
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,3.04
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,3.02
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,3.07
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,3.06
12.0,11 Aug 08:47,11 Aug 2021,08:47:06,2.87
13.0,11 Aug 16:56,11 Aug 2021,16:56:21,3.02
14.0,11 Aug 18:00,11 Aug 2021,18:00:02,2.98
15.0,12 Aug 10:59,12 Aug 2021,10:59:37,3.0
16.0,12 Aug 12:14,12 Aug 2021,12:14:31,2.98
17.0,16 Aug 10:05,16 Aug 2021,10:05:25,3.05
18.0,16 Aug 15:15,16 Aug 2021,15:15:28,2.97
19.0,16 Aug 16:15,16 Aug 2021,16:15:54,2.98
20.0,16 Aug 17:19,16 Aug 2021,17:19:32,3.02
21.0,16 Aug 19:20,16 Aug 2021,19:20:17,2.99
22.0,16 Aug 23:18,16 Aug 2021,23:18:09,3.0
23.0,19 Aug 21:09,19 Aug 2021,21:09:25,2.99
24.0,19 Aug 22:09,19 Aug 2021,22:09:52,2.94
25.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.0
26.0,28 Aug 10:21,28 Aug 2021,10:21:18,2.89
27.0,28 Aug 11:35,28 Aug 2021,11:35:06,2.91
28.0,28 Aug 15:26,28 Aug 2021,15:26:51,2.83
29.0,28 Aug 18:00,28 Aug 2021,18:00:08,2.71
30.0,28 Aug 19:18,28 Aug 2021,19:18:38,2.99
,03 Sep 02:17,03 Sep 2021,02:17:33,3.07
,03 09 10:54,03 Sep 2021,10:54:46,3.06
,10 Sep 17:38,10 Sep 2021,17:38:26,3.08
,10 Sep 23:30,10 Sep 2021,23:30:16,3.04
,12 Sep 17:30,12 Sep 2021,17:30:03,3.06
,12 Sep 18:42,12 Sep 2021,18:42:45,3.03
,12 Sep 21:12,12 Sep 2021,21:12:54,2.99
,12 Sep 22:53,12 Sep 2021,22:53:57,3.04
