Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.45
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,7.35
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,7.39
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,7.42
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,7.43
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,7.4
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,7.42
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,7.41
8.0,10 Aug 00:49,10 Aug 2021,00:49:39,7.39
9.0,10 Aug 09:26,10 Aug 2021,09:26:56,7.38
10.0,10 Aug 10:27,10 Aug 2021,10:27:28,7.4
11.0,10 Aug 19:26,10 Aug 2021,19:26:33,7.44
12.0,10 Aug 21:30,10 Aug 2021,21:30:23,7.43
13.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.37
14.0,11 Aug 10:20,11 Aug 2021,10:20:04,7.38
15.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.4
16.0,11 Aug 18:00,11 Aug 2021,18:00:02,7.41
17.0,12 Aug 10:59,12 Aug 2021,10:59:37,7.37
18.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.32
19.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.31
20.0,16 Aug 15:15,16 Aug 2021,15:15:28,7.36
21.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.39
22.0,19 Aug 21:09,19 Aug 2021,21:09:25,7.35
23.0,23 Aug 15:16,23 Aug 2021,15:16:38,7.38
24.0,23 Aug 18:03,23 Aug 2021,18:03:46,7.33
25.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.24
26.0,28 Aug 12:45,28 Aug 2021,12:45:39,7.26
27.0,28 Aug 15:26,28 Aug 2021,15:26:51,7.29
28.0,28 Aug 18:00,28 Aug 2021,18:00:08,7.26
,03 Sep 02:17,03 Sep 2021,02:17:33,7.23
,03 09 10:54,03 Sep 2021,10:54:46,7.24
,10 Sep 23:30,10 Sep 2021,23:30:16,7.18
,12 Sep 17:30,12 Sep 2021,17:30:03,7.19
,12 Sep 18:42,12 Sep 2021,18:42:45,7.2
,12 Sep 21:12,12 Sep 2021,21:12:54,7.18
