Unnamed: 0,DateTime,Date,Time,BOD(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,4.24
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,4.26
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,5.9
3.0,09 Aug 15:16,09 Aug 2021,15:16:19,5.62
4.0,09 Aug 17:29,09 Aug 2021,17:29:51,5.58
5.0,09 Aug 18:30,09 Aug 2021,18:30:16,5.57
6.0,09 Aug 19:30,09 Aug 2021,19:30:40,4.3
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,4.27
8.0,10 Aug 08:24,10 Aug 2021,08:24:01,4.29
9.0,10 Aug 09:26,10 Aug 2021,09:26:56,4.26
10.0,10 Aug 10:27,10 Aug 2021,10:27:28,4.25
11.0,10 Aug 19:26,10 Aug 2021,19:26:33,4.3
12.0,11 Aug 08:47,11 Aug 2021,08:47:06,4.31
13.0,11 Aug 10:20,11 Aug 2021,10:20:04,4.26
14.0,11 Aug 12:13,11 Aug 2021,12:13:36,4.27
15.0,11 Aug 16:56,11 Aug 2021,16:56:21,5.28
16.0,12 Aug 10:59,12 Aug 2021,10:59:37,4.26
17.0,12 Aug 12:14,12 Aug 2021,12:14:31,4.33
18.0,16 Aug 10:05,16 Aug 2021,10:05:25,4.4
19.0,16 Aug 15:15,16 Aug 2021,15:15:28,4.33
20.0,16 Aug 19:20,16 Aug 2021,19:20:17,5.04
21.0,16 Aug 23:18,16 Aug 2021,23:18:09,4.42
22.0,19 Aug 21:09,19 Aug 2021,21:09:25,4.37
23.0,23 Aug 15:16,23 Aug 2021,15:16:38,4.87
24.0,23 Aug 18:03,23 Aug 2021,18:03:46,4.26
25.0,28 Aug 10:21,28 Aug 2021,10:21:18,4.35
26.0,28 Aug 11:35,28 Aug 2021,11:35:06,4.36
27.0,28 Aug 12:45,28 Aug 2021,12:45:39,4.4
28.0,28 Aug 18:00,28 Aug 2021,18:00:08,4.9
29.0,28 Aug 19:18,28 Aug 2021,19:18:38,4.44
,03 Sep 02:17,03 Sep 2021,02:17:33,4.62
,03 09 10:54,03 Sep 2021,10:54:46,4.61
,10 Sep 17:38,10 Sep 2021,17:38:26,4.41
,12 Sep 18:42,12 Sep 2021,18:42:45,4.35
