Unnamed: 0,DateTime,Date,Time,Water Level(cm.)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,466.21
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,476.93
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,474.26
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,475.79
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,472.73
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,476.93
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,476.55
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,480.02
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,478.49
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,480.78
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,480.4
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,483.45
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,483.07
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,474.64
14.0,10 Aug 21:30,10 Aug 2021,21:30:23,476.55
15.0,11 Aug 08:47,11 Aug 2021,08:47:06,480.4
16.0,11 Aug 10:20,11 Aug 2021,10:20:04,483.45
17.0,11 Aug 12:13,11 Aug 2021,12:13:36,480.78
18.0,11 Aug 16:56,11 Aug 2021,16:56:21,477.31
19.0,11 Aug 18:00,11 Aug 2021,18:00:02,475.79
20.0,12 Aug 10:59,12 Aug 2021,10:59:37,483.45
21.0,12 Aug 12:14,12 Aug 2021,12:14:31,481.55
22.0,16 Aug 10:05,16 Aug 2021,10:05:25,487.65
23.0,16 Aug 11:06,16 Aug 2021,11:06:03,486.5
24.0,16 Aug 15:15,16 Aug 2021,15:15:28,475.4
25.0,16 Aug 17:19,16 Aug 2021,17:19:32,473.88
26.0,16 Aug 18:19,16 Aug 2021,18:19:53,473.11
27.0,16 Aug 19:20,16 Aug 2021,19:20:17,475.02
28.0,16 Aug 23:18,16 Aug 2021,23:18:09,478.07
29.0,19 Aug 21:09,19 Aug 2021,21:09:25,478.49
30.0,19 Aug 22:09,19 Aug 2021,22:09:52,477.69
31.0,23 Aug 15:16,23 Aug 2021,15:16:38,466.21
32.0,23 Aug 18:03,23 Aug 2021,18:03:46,468.16
33.0,28 Aug 10:21,28 Aug 2021,10:21:18,476.93
34.0,28 Aug 11:35,28 Aug 2021,11:35:06,475.02
35.0,28 Aug 12:45,28 Aug 2021,12:45:39,471.97
36.0,28 Aug 15:26,28 Aug 2021,15:26:51,468.16
37.0,28 Aug 18:00,28 Aug 2021,18:00:08,466.97
38.0,28 Aug 19:18,28 Aug 2021,19:18:38,470.83
,03 Sep 02:17,03 Sep 2021,02:17:33,480.4
,03 09 10:54,03 Sep 2021,10:54:46,481.16
,10 Sep 17:38,10 Sep 2021,17:38:26,467.74
,10 Sep 23:30,10 Sep 2021,23:30:16,475.4
,12 Sep 17:30,12 Sep 2021,17:30:03,467.74
,12 Sep 21:12,12 Sep 2021,21:12:54,473.88
,12 Sep 22:53,12 Sep 2021,22:53:57,475.02
