Unnamed: 0,DateTime,Date,Time,Potassium(mg/l)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,13.4
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,11.6
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,9.8
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,9.0
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,9.7
5.0,09 Aug 16:29,09 Aug 2021,16:29:24,10.3
6.0,09 Aug 17:29,09 Aug 2021,17:29:51,11.2
7.0,09 Aug 18:30,09 Aug 2021,18:30:16,13.0
8.0,09 Aug 19:30,09 Aug 2021,19:30:40,12.1
9.0,10 Aug 00:49,10 Aug 2021,00:49:39,12.8
10.0,10 Aug 08:24,10 Aug 2021,08:24:01,12.1
11.0,10 Aug 09:26,10 Aug 2021,09:26:56,11.4
12.0,10 Aug 10:27,10 Aug 2021,10:27:28,10.8
13.0,10 Aug 19:26,10 Aug 2021,19:26:33,12.6
14.0,10 Aug 20:27,10 Aug 2021,20:27:03,13.4
15.0,10 Aug 21:30,10 Aug 2021,21:30:23,14.1
16.0,11 Aug 08:47,11 Aug 2021,08:47:06,8.4
17.0,11 Aug 10:20,11 Aug 2021,10:20:04,7.4
18.0,11 Aug 12:13,11 Aug 2021,12:13:36,7.1
19.0,11 Aug 16:56,11 Aug 2021,16:56:21,8.1
20.0,11 Aug 18:00,11 Aug 2021,18:00:02,8.4
21.0,12 Aug 10:59,12 Aug 2021,10:59:37,8.3
22.0,12 Aug 12:14,12 Aug 2021,12:14:31,9.1
23.0,16 Aug 10:05,16 Aug 2021,10:05:25,14.5
24.0,16 Aug 11:06,16 Aug 2021,11:06:03,14.3
25.0,16 Aug 15:15,16 Aug 2021,15:15:28,13.9
26.0,16 Aug 16:15,16 Aug 2021,16:15:54,14.1
27.0,16 Aug 17:19,16 Aug 2021,17:19:32,14.0
28.0,16 Aug 18:19,16 Aug 2021,18:19:53,14.7
29.0,16 Aug 19:20,16 Aug 2021,19:20:17,13.5
30.0,16 Aug 23:18,16 Aug 2021,23:18:09,12.2
31.0,19 Aug 21:09,19 Aug 2021,21:09:25,7.1
32.0,19 Aug 22:09,19 Aug 2021,22:09:52,7.0
33.0,23 Aug 15:16,23 Aug 2021,15:16:38,4.7
34.0,23 Aug 18:03,23 Aug 2021,18:03:46,4.9
35.0,28 Aug 10:21,28 Aug 2021,10:21:18,3.9
36.0,28 Aug 11:35,28 Aug 2021,11:35:06,3.8
37.0,28 Aug 12:45,28 Aug 2021,12:45:39,3.7
38.0,28 Aug 15:26,28 Aug 2021,15:26:51,4.0
39.0,28 Aug 18:00,28 Aug 2021,18:00:08,4.3
40.0,28 Aug 19:18,28 Aug 2021,19:18:38,4.0
,03 Sep 02:17,03 Sep 2021,02:17:33,5.8
,03 09 10:54,03 Sep 2021,10:54:46,6.1
,10 Sep 17:38,10 Sep 2021,17:38:26,6.0
,10 Sep 23:30,10 Sep 2021,23:30:16,5.4
,12 Sep 18:42,12 Sep 2021,18:42:45,6.2
,12 Sep 22:00,12 Sep 2021,22:00:04,6.1
,12 Sep 22:53,12 Sep 2021,22:53:57,6.0
