Unnamed: 0,DateTime,Date,Time,BTX(µg/ml)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,0.01
1.0,16 Aug 23:18,16 Aug 2021,23:18:09,0.0
2.0,19 Aug 21:09,19 Aug 2021,21:09:25,0.01
3.0,23 Aug 15:16,23 Aug 2021,15:16:38,0.0
,03 Sep 02:17,03 Sep 2021,02:17:33,0.01
,10 Sep 17:38,10 Sep 2021,17:38:26,0.0
