Unnamed: 0,DateTime,Date,Time,Conductivity(µS/cm)
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,229.0
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,328.0
2.0,09 Aug 12:57,09 Aug 2021,12:57:04,329.0
3.0,09 Aug 13:57,09 Aug 2021,13:57:19,330.0
4.0,09 Aug 15:16,09 Aug 2021,15:16:19,331.0
5.0,09 Aug 17:29,09 Aug 2021,17:29:51,332.0
6.0,09 Aug 18:30,09 Aug 2021,18:30:16,333.0
7.0,10 Aug 00:49,10 Aug 2021,00:49:39,337.0
8.0,10 Aug 08:24,10 Aug 2021,08:24:01,344.0
9.0,10 Aug 09:26,10 Aug 2021,09:26:56,345.0
10.0,10 Aug 10:27,10 Aug 2021,10:27:28,346.0
11.0,10 Aug 19:26,10 Aug 2021,19:26:33,352.0
12.0,11 Aug 08:47,11 Aug 2021,08:47:06,353.0
13.0,11 Aug 12:13,11 Aug 2021,12:13:36,352.0
14.0,11 Aug 16:56,11 Aug 2021,16:56:21,350.0
15.0,12 Aug 10:59,12 Aug 2021,10:59:37,357.0
16.0,12 Aug 12:14,12 Aug 2021,12:14:31,359.0
17.0,16 Aug 10:05,16 Aug 2021,10:05:25,374.0
18.0,16 Aug 15:15,16 Aug 2021,15:15:28,372.0
19.0,16 Aug 16:15,16 Aug 2021,16:15:54,374.0
20.0,17 Aug 00:18,17 Aug 2021,00:18:33,375.0
21.0,19 Aug 21:09,19 Aug 2021,21:09:25,236.0
22.0,19 Aug 22:09,19 Aug 2021,22:09:52,235.0
23.0,23 Aug 15:16,23 Aug 2021,15:16:38,239.0
24.0,23 Aug 18:03,23 Aug 2021,18:03:46,241.0
25.0,28 Aug 10:21,28 Aug 2021,10:21:18,248.0
26.0,28 Aug 11:35,28 Aug 2021,11:35:06,249.0
27.0,28 Aug 12:45,28 Aug 2021,12:45:39,253.0
28.0,28 Aug 15:26,28 Aug 2021,15:26:51,242.0
29.0,28 Aug 18:00,28 Aug 2021,18:00:08,252.0
30.0,28 Aug 19:18,28 Aug 2021,19:18:38,242.0
,03 Sep 02:17,03 Sep 2021,02:17:33,239.0
,03 09 10:54,03 Sep 2021,10:54:46,240.0
,10 Sep 17:38,10 Sep 2021,17:38:26,268.0
,10 Sep 23:30,10 Sep 2021,23:30:16,278.0
,12 Sep 18:42,12 Sep 2021,18:42:45,286.0
,12 Sep 22:00,12 Sep 2021,22:00:04,287.0
