Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.66
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,7.75
2.0,09 Aug 13:57,09 Aug 2021,13:57:19,7.76
3.0,09 Aug 17:29,09 Aug 2021,17:29:51,7.77
4.0,09 Aug 18:30,09 Aug 2021,18:30:16,7.76
5.0,09 Aug 19:30,09 Aug 2021,19:30:40,7.75
6.0,10 Aug 00:49,10 Aug 2021,00:49:39,7.72
7.0,10 Aug 08:24,10 Aug 2021,08:24:01,7.7
8.0,10 Aug 09:26,10 Aug 2021,09:26:56,7.69
9.0,10 Aug 10:27,10 Aug 2021,10:27:28,7.7
10.0,10 Aug 19:26,10 Aug 2021,19:26:33,7.67
11.0,10 Aug 20:27,10 Aug 2021,20:27:03,7.7
12.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.65
13.0,11 Aug 12:13,11 Aug 2021,12:13:36,7.63
14.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.6
15.0,12 Aug 10:59,12 Aug 2021,10:59:37,7.63
16.0,12 Aug 12:14,12 Aug 2021,12:14:31,7.62
17.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.61
18.0,16 Aug 17:19,16 Aug 2021,17:19:32,7.6
19.0,16 Aug 19:20,16 Aug 2021,19:20:17,7.61
20.0,16 Aug 23:18,16 Aug 2021,23:18:09,7.62
21.0,19 Aug 21:09,19 Aug 2021,21:09:25,7.61
22.0,23 Aug 15:16,23 Aug 2021,15:16:38,7.66
23.0,28 Aug 10:21,28 Aug 2021,10:21:18,7.6
,03 Sep 02:17,03 Sep 2021,02:17:33,7.55
,10 Sep 17:38,10 Sep 2021,17:38:26,7.57
,12 Sep 16:50,12 Sep 2021,16:50:46,7.6
,12 Sep 17:30,12 Sep 2021,17:30:03,7.57
,12 Sep 18:42,12 Sep 2021,18:42:45,7.58
,12 Sep 21:12,12 Sep 2021,21:12:54,7.59
