Unnamed: 0,DateTime,Date,Time,pH
0.0,04 Aug 14:26,04 Aug 2021,14:26:24,7.81
1.0,09 Aug 11:41,09 Aug 2021,11:41:48,7.8
2.0,09 Aug 15:16,09 Aug 2021,15:16:19,7.81
3.0,09 Aug 16:29,09 Aug 2021,16:29:24,7.82
4.0,10 Aug 08:24,10 Aug 2021,08:24:01,7.85
5.0,10 Aug 09:26,10 Aug 2021,09:26:56,7.86
6.0,10 Aug 19:26,10 Aug 2021,19:26:33,7.84
7.0,10 Aug 21:30,10 Aug 2021,21:30:23,7.83
8.0,11 Aug 08:47,11 Aug 2021,08:47:06,7.84
9.0,11 Aug 10:20,11 Aug 2021,10:20:04,7.85
10.0,11 Aug 12:13,11 Aug 2021,12:13:36,7.84
11.0,11 Aug 16:56,11 Aug 2021,16:56:21,7.83
12.0,12 Aug 12:14,12 Aug 2021,12:14:31,7.82
13.0,16 Aug 10:05,16 Aug 2021,10:05:25,7.84
14.0,16 Aug 11:06,16 Aug 2021,11:06:03,7.83
15.0,16 Aug 15:15,16 Aug 2021,15:15:28,7.82
16.0,16 Aug 23:18,16 Aug 2021,23:18:09,7.81
17.0,19 Aug 21:09,19 Aug 2021,21:09:25,8.07
18.0,23 Aug 18:03,23 Aug 2021,18:03:46,8.06
19.0,28 Aug 10:21,28 Aug 2021,10:21:18,8.14
20.0,28 Aug 12:45,28 Aug 2021,12:45:39,8.15
21.0,28 Aug 19:18,28 Aug 2021,19:18:38,8.17
,03 Sep 02:17,03 Sep 2021,02:17:33,8.2
,03 09 10:54,03 Sep 2021,10:54:46,8.19
,10 Sep 17:38,10 Sep 2021,17:38:26,8.13
,10 Sep 23:30,10 Sep 2021,23:30:16,8.14
,12 Sep 16:50,12 Sep 2021,16:50:46,8.18
,12 Sep 17:30,12 Sep 2021,17:30:03,8.17
,12 Sep 21:12,12 Sep 2021,21:12:54,8.18
